,region_name,decade,n_new_cultural_producers,score,pop (millions),n_new_cultural_producers_per_million_hab
469,France,1740,6250.1,302,24.730700000000002,252.72636844084477
470,France,1750,4007.5,241,25.5456,156.8763309532757
471,France,1760,6137.9,378,26.3605,232.84459702964662
472,France,1770,6512.4,361,27.1754,239.64320672372807
473,France,1780,10211.9,626,27.990299999999998,364.83710428255506
474,France,1790,8003.6,489,28.8052,277.85260994542654
475,France,1800,12119.4,668,29.6202,409.1599651589118
476,France,1810,8531.2,510,30.4351,280.3079339315462
477,France,1820,12611.9,813,31.436799999999998,401.1826903501629
478,France,1830,12294.8,903,33.2449,369.8251461126368
479,France,1840,22397.6,1556,34.871300000000005,642.2932325436676
480,France,1850,22275.0,1527,36.3491,612.807469786047
481,France,1860,29345.0,1955,37.4,784.6256684491979
482,France,1870,21566.5,1432,38.1457,565.3717194860758
483,France,1880,32132.2,2090,39.0249,823.3768696396403
484,German world,570,7.8,1,1.3996,5.573020863103744
485,German world,580,49.0,1,1.4019000000000001,34.95256437691704
486,German world,740,22.2,2,1.4393,15.424164524421593
487,German world,750,20.5,1,1.4416,14.22031076581576
488,German world,780,20.2,1,1.4485999999999999,13.944498136131438
489,German world,800,10.7,1,1.4533,7.362554187022638
490,German world,810,10.6,1,1.4556,7.282220390217092
491,German world,820,29.7,2,1.458,20.37037037037037
492,German world,840,28.8,2,1.4626,19.690961301791333
493,German world,880,76.8,3,1.472,52.17391304347826
494,German world,920,8.8,1,1.4813,5.940727739148046
495,German world,940,21.5,3,1.486,14.468371467025571
496,German world,960,8.3,1,1.4907000000000001,5.567854028308848
497,German world,980,65.1,3,1.4952999999999999,43.53641409750552
498,German world,990,56.4,2,1.4977,37.65774187086866
499,German world,1000,31.7,4,1.5089000000000001,21.008681821194244
500,German world,1010,55.5,2,1.5677,35.402181539835425
501,German world,1020,7.8,1,1.6353,4.769767015226564
502,German world,1040,10.9,2,1.7707,6.155757609984752
503,German world,1050,7.8,1,1.8383,4.243050644617309
504,German world,1060,39.1,5,1.906,20.514165792235048
505,German world,1070,7.8,1,1.9737,3.951968384252926
506,German world,1080,23.6,3,2.0413,11.561259981384412
507,German world,1090,7.9,1,2.109,3.745851114272167
508,German world,1100,16.0,2,2.1767,7.350576560848992
509,German world,1120,24.4,3,2.312,10.55363321799308
510,German world,1130,8.2,1,2.3796999999999997,3.445812497373619
511,German world,1140,8.3,1,2.4473000000000003,3.391492665386344
512,German world,1150,51.4,1,2.515,20.437375745526836
513,German world,1160,17.2,2,2.5827,6.659697216091686
514,German world,1180,125.1,9,2.718,46.026490066225165
515,German world,1200,96.7,6,2.8533000000000004,33.89058283391161
516,German world,1210,172.2,3,2.921,58.95241355700103
517,German world,1220,97.0,5,2.9886999999999997,32.455582694817146
518,German world,1230,19.6,2,3.0563000000000002,6.412983018682721
519,German world,1240,490.3,18,3.124,156.94622279129322
520,German world,1250,83.2,3,3.1917,26.067612870883856
521,German world,1260,41.8,4,3.2593,12.82483968950388
522,German world,1270,76.6,2,3.327,23.023745115719866
523,German world,1280,54.8,5,3.3947,16.1428108522108
524,German world,1290,80.5,2,3.4623000000000004,23.250440458654648
525,German world,1300,293.9,10,3.53,83.25779036827196
526,German world,1310,11.8,1,3.5976999999999997,3.279873252355672
527,German world,1320,24.2,2,3.6653000000000002,6.6024609172509745
528,German world,1330,24.8,2,3.733,6.64345030806322
529,German world,1340,230.3,14,3.8007,60.594101086641935
530,German world,1350,70.3,6,3.8683,18.173357805754463
531,German world,1360,159.1,11,3.936,40.421747967479675
532,German world,1370,13.8,1,4.0037,3.44681169917826
533,German world,1380,236.4,18,4.0713,58.064991526048196
534,German world,1390,162.6,6,4.139,39.28485141338487
535,German world,1400,229.9,15,4.2067,54.650914018113966
536,German world,1410,106.6,7,4.2743,24.93975621739232
537,German world,1420,225.8,14,4.342,52.00368493781668
538,German world,1430,179.7,6,4.4097,40.75107150146268
539,German world,1440,913.0,70,4.4773000000000005,203.91753958859132
540,German world,1450,391.3,12,4.545,86.0946094609461
541,German world,1460,736.1,36,4.6127,159.5811563726234
542,German world,1470,415.7,13,4.6803,88.81909279319702
543,German world,1480,2619.3,98,4.748,551.6638584667229
544,German world,1490,520.3,21,4.8157,108.04244450443342
545,German world,1500,2450.6,107,4.896199999999999,500.5106000571872
546,German world,1510,881.3,50,5.045,174.68780971258673
547,German world,1520,4858.6,188,5.2067,933.1438339063131
548,German world,1530,3760.5,146,5.3683000000000005,700.5010897304546
549,German world,1540,7417.1,298,5.53,1341.24773960217
550,German world,1550,2532.2,91,5.6917,444.8934413268443
551,German world,1560,6879.5,230,5.8533,1175.3199050108485
552,German world,1570,4273.6,137,6.015,710.4904405652536
553,German world,1580,7490.7,252,6.176699999999999,1212.7349555587937
554,German world,1590,4636.4,147,6.3383,731.4895161163087
555,German world,1600,10527.1,279,6.4743,1625.9827317238928
556,German world,1610,5247.9,181,6.4733,810.6993341881265
557,German world,1620,10794.7,309,6.4467,1674.4535964136692
558,German world,1630,6294.6,173,6.42,980.4672897196263
559,German world,1640,9448.4,317,6.3933,1477.8596343046627
560,German world,1650,6612.9,184,6.3667,1038.6699546075674
561,German world,1660,11295.1,316,6.34,1781.5615141955836
562,German world,1670,9751.9,283,6.3133,1544.6596866931716
563,German world,1680,15886.3,433,6.2867,2526.9696343073474
564,German world,1690,10366.1,305,6.26,1655.9265175718851
565,German world,1700,15973.4,480,6.2808,2543.2110559164435
566,German world,1710,12591.1,377,6.554399999999999,1921.0148907604055
567,German world,1720,18484.0,568,6.8756,2688.347198789924
568,German world,1730,15327.5,450,7.1967,2129.7956007614603
569,German world,1740,21601.9,640,7.5178,2873.4337173109157
570,German world,1750,19165.8,541,7.8389,2444.9603898506166
571,German world,1760,25289.9,771,8.16,3099.2524509803925
572,German world,1770,22593.4,654,8.4811,2663.970475527939
573,German world,1780,36470.3,959,8.802200000000001,4143.316443616369
574,German world,1790,33156.9,902,9.123299999999999,3634.3099536351983
575,German world,1800,42594.7,1262,9.4444,4510.048282580153
576,German world,1810,32546.2,971,9.765600000000001,3332.739411812894
577,German world,1820,45841.4,1312,10.2156,4487.3918320999255
578,German world,1830,48888.7,1433,11.223700000000001,4355.84522038187
579,German world,1840,79114.5,2571,12.3399,6411.275618116841
580,German world,1850,65940.7,2143,13.372,4931.251869578223
581,German world,1860,84337.1,2609,14.285200000000001,5903.809537143337
582,German world,1870,76415.9,2255,15.4743,4938.245994972309
583,German world,1880,114863.3,3538,17.0077,6753.605719762226
584,Greek World,0,9.0,1,3.3747,2.6669037247755356
585,Greek World,20,8.9,1,3.3722,2.639226617638337
586,Greek World,30,4.6,1,3.3708,1.3646612080218345
587,Greek World,40,133.0,5,3.3693,39.47407473362419
588,Greek World,50,17.4,2,3.3679,5.166424181240535
589,Greek World,60,52.3,1,3.3664,15.53588403041825
590,Greek World,70,8.5,1,3.365,2.526002971768202
591,Greek World,80,42.5,6,3.3635,12.63564739111045
592,Greek World,100,73.5,9,3.3606,21.871094447420106
593,Greek World,110,8.0,1,3.3592,2.3815194093831864
594,Greek World,130,15.5,2,3.3563,4.618180734737657
595,Greek World,140,157.8,20,3.3548,47.03708119709074
596,Greek World,150,14.8,2,3.3534,4.413431144510049
597,Greek World,160,7.3,1,3.3519,2.177869268176258
598,Greek World,170,21.3,3,3.3505,6.357260110431279
599,Greek World,180,6.9,1,3.349,2.0603165123917586
600,Greek World,190,6.8,1,3.3476,2.0313060102760185
601,Greek World,200,46.2,7,3.3461,13.807118735244018
602,Greek World,210,12.9,2,3.3447,3.8568481478159478
603,Greek World,220,6.3,1,3.3432,1.8844221105527639
604,Greek World,240,90.3,15,3.3403,27.033499985031284
605,Greek World,250,5.9,1,3.3389,1.7670490281230344
606,Greek World,280,38.7,7,3.3345,11.605937921727397
607,Greek World,300,5.3,1,3.3316,1.590827230159683
608,Greek World,310,5.3,1,3.3301999999999996,1.5914960062458712
609,Greek World,320,10.4,2,3.3287,3.1243428365427945
610,Greek World,340,55.9,11,3.3258,16.80798604846954
611,Greek World,350,10.1,2,3.3243,3.0382336130914775
612,Greek World,370,5.0,1,3.3214,1.5053892936713433
613,Greek World,380,54.1,6,3.32,16.29518072289157
614,Greek World,400,40.4,8,3.3171,12.17931325555455
615,Greek World,420,5.2,1,3.3142,1.5690060949852151
616,Greek World,440,64.0,12,3.3113,19.327756470268472
617,Greek World,450,5.4,1,3.3098,1.6315185207565412
618,Greek World,460,3.0,1,3.3084000000000002,0.9067827348567282
619,Greek World,470,5.7,1,3.3069,1.7236686927333755
620,Greek World,480,63.2,10,3.3055,19.119649069732265
621,Greek World,500,18.6,3,3.3026,5.631926361048871
622,Greek World,510,6.4,1,3.3011,1.938747690163885
623,Greek World,520,19.7,3,3.2996999999999996,5.970239718762312
624,Greek World,530,20.4,3,3.2982,6.185191922867018
625,Greek World,540,80.9,12,3.2968,24.538946857558845
626,Greek World,550,7.3,1,3.2953,2.215276302612812
627,Greek World,560,15.0,2,3.2939000000000003,4.553872309420443
628,Greek World,570,7.7,1,3.2924,2.3387194751549023
629,Greek World,590,8.3,1,3.2895,2.523179814561484
630,Greek World,600,17.1,2,3.2881,5.200571758766461
631,Greek World,610,17.6,2,3.2866,5.355078196312299
632,Greek World,620,36.2,4,3.2851999999999997,11.019116035553393
633,Greek World,630,84.8,4,3.2836999999999996,25.824527210159275
634,Greek World,640,47.8,5,3.2823,14.562958900770798
635,Greek World,660,20.1,2,3.2793,6.1293568749428236
636,Greek World,670,20.5,2,3.2779000000000003,6.2540040879831595
637,Greek World,680,41.7,4,3.2764,12.727383713832255
638,Greek World,690,10.6,1,3.275,3.236641221374046
639,Greek World,700,87.3,3,3.2735,26.668703222850162
640,Greek World,720,43.6,4,3.2706,13.330887298966552
641,Greek World,730,10.9,1,3.2691999999999997,3.334149027284963
642,Greek World,760,10.9,1,3.2648,3.3386424895858857
643,Greek World,790,65.6,1,3.2605,20.119613556203035
644,Greek World,880,9.3,1,3.2474000000000003,2.8638295251585886
645,Greek World,900,18.0,2,3.2445,5.547850208044383
646,Greek World,940,8.4,1,3.2386999999999997,2.5936332479081114
647,Greek World,960,52.7,2,3.2358000000000002,16.286544285802584
648,Greek World,980,8.0,1,3.2329,2.474558445977296
649,Greek World,990,7.9,1,3.2315,2.4446851307442365
650,Greek World,1010,7.8,1,3.2605999999999997,2.392197755014415
651,Greek World,1040,23.1,3,3.3524000000000003,6.89058584894404
652,Greek World,1060,7.7,1,3.4135999999999997,2.2556831497539256
653,Greek World,1080,7.8,1,3.4748,2.244733509842293
654,Greek World,1100,7.9,1,3.536,2.234162895927602
655,Greek World,1140,24.7,3,3.6584,6.751585392521321
656,Greek World,1160,17.0,2,3.7196,4.570383912248629
657,Greek World,1180,62.0,2,3.7808,16.398645789250953
658,Greek World,1190,26.8,3,3.8114,7.031536968043239
659,Greek World,1200,55.4,1,3.842,14.419573138990108
660,Greek World,1210,56.5,1,3.8726,14.589681351030316
661,Greek World,1220,67.2,2,3.9032,17.216642754662843
662,Greek World,1230,68.7,2,3.9338,17.464029691392547
663,Greek World,1240,9.9,1,3.9644,2.497225305216426
664,Greek World,1250,10.1,1,3.995,2.5281602002503125
665,Greek World,1260,20.6,2,4.0256,5.117249602543721
666,Greek World,1280,187.1,7,4.0868,45.781540569638835
667,Greek World,1300,22.7,2,4.148,5.4725168756027
668,Greek World,1310,23.3,2,4.1786,5.576030249365816
669,Greek World,1320,114.2,5,4.2092,27.13104627957807
670,Greek World,1330,36.7,3,4.2398,8.656068682485024
671,Greek World,1340,53.2,4,4.2703999999999995,12.457849381790934
672,Greek World,1360,79.4,6,4.331600000000001,18.330409086711605
673,Greek World,1370,40.7,3,4.3622,9.33015450919261
674,Greek World,1380,69.6,5,4.3928,15.844108541249314
675,Greek World,1390,85.7,6,4.4234,19.37423701225302
676,Greek World,1400,14.6,1,4.454,3.27795240233498
677,Greek World,1410,15.0,1,4.4846,3.3447799134816925
678,Greek World,1420,92.3,6,4.5152,20.44206236711552
679,Greek World,1430,15.8,1,4.5458,3.4757358440758503
680,Greek World,1440,48.4,3,4.5764,10.575998601520848
681,Greek World,1450,6.2,1,4.607,1.3457781636639896
682,Greek World,1460,156.1,4,4.6376,33.659651543902015
683,Greek World,1480,59.4,4,4.6988,12.641525495871285
684,Greek World,1490,53.9,3,4.7294,11.396794519389351
685,Greek World,1500,25.1,2,4.7713,5.2606207951711275
686,Greek World,1520,26.0,2,4.986800000000001,5.213764337851929
687,Greek World,1530,57.8,3,5.1002,11.332888906317399
688,Greek World,1540,65.9,4,5.2136000000000005,12.640018413380389
689,Greek World,1550,151.5,3,5.327,28.440022526750518
690,Greek World,1560,37.5,1,5.4403999999999995,6.892875523858541
691,Greek World,1580,231.0,6,5.6672,40.76086956521739
692,Greek World,1600,62.3,3,5.8841,10.587855406944136
693,Greek World,1620,20.9,1,5.975,3.497907949790795
694,Greek World,1630,7.7,1,6.0155,1.280026597955282
695,Greek World,1640,43.2,2,6.056,7.133421400264202
696,Greek World,1650,21.0,1,6.0966000000000005,3.4445428599547285
697,Greek World,1660,21.0,1,6.1371,3.4218116048296428
698,Greek World,1690,20.7,1,6.2586,3.3074489502444635
699,Greek World,1700,64.1,5,6.3246,10.135028302185118
700,Greek World,1720,48.3,3,6.7545,7.150788363313346
701,Greek World,1730,40.5,2,6.9822,5.80046403712297
702,Greek World,1740,7.4,1,7.209899999999999,1.0263665238075426
703,Greek World,1750,59.9,3,7.437600000000001,8.053673227922985
704,Greek World,1760,124.4,1,7.6653,16.228979948599534
705,Greek World,1770,19.7,1,7.893,2.495882427467376
706,Greek World,1780,7.2,1,8.1207,0.8866230743655105
707,Greek World,1790,77.6,4,8.3484,9.295194288725982
708,Greek World,1800,283.7,13,8.5761,33.08030456734413
709,Greek World,1810,169.6,8,8.803799999999999,19.26440855085304
710,Greek World,1820,303.9,17,7.5586,40.205858227714124
711,Greek World,1830,353.8,21,7.0512,50.1758565917858
712,Greek World,1840,665.5,27,7.4781,88.99319345823136
713,Greek World,1850,1126.4,39,7.905399999999999,142.48488375034788
714,Greek World,1860,1083.9,42,8.301,130.5746295627033
715,Greek World,1870,895.6,39,8.6684,103.31779797886577
716,Greek World,1880,1685.8,75,9.0123,187.0554686373068
717,Indian world,180,3.1,1,75.0,0.04133333333333333
718,Indian world,240,2.8,1,75.0,0.03733333333333333
719,Indian world,300,2.5,1,75.0,0.03333333333333333
720,Indian world,420,2.5,1,75.0,0.03333333333333333
721,Indian world,440,2.5,1,75.0,0.03333333333333333
722,Indian world,510,2.9,1,75.0,0.03866666666666667
723,Indian world,520,3.0,1,75.0,0.04
724,Indian world,540,9.5,3,75.0,0.12666666666666668
725,Indian world,620,4.0,1,75.0,0.05333333333333334
726,Indian world,640,8.4,2,75.0,0.112
727,Indian world,660,4.4,1,75.0,0.05866666666666667
728,Indian world,680,9.1,2,75.0,0.12133333333333333
729,Indian world,700,4.7,1,75.0,0.06266666666666666
730,Indian world,720,4.7,1,75.0,0.06266666666666666
731,Indian world,740,4.7,1,75.0,0.06266666666666666
732,Indian world,760,4.7,1,75.0,0.06266666666666666
733,Indian world,840,4.4,1,75.0,0.05866666666666667
734,Indian world,860,4.2,1,75.0,0.056
735,Indian world,880,4.1,1,75.0,0.05466666666666666
736,Indian world,900,4.0,1,75.0,0.05333333333333334
737,Indian world,910,3.9,1,75.0,0.052
738,Indian world,920,3.9,1,75.0,0.052
739,Indian world,940,3.7,1,75.0,0.04933333333333333
740,Indian world,980,10.7,3,75.0,0.14266666666666666
741,Indian world,1010,3.5,1,75.7,0.046235138705416116
742,Indian world,1040,10.4,3,77.8,0.13367609254498716
743,Indian world,1050,6.9,2,78.5,0.08789808917197453
744,Indian world,1080,3.5,1,80.6,0.043424317617866005
745,Indian world,1100,3.5,1,82.0,0.042682926829268296
746,Indian world,1140,3.7,1,84.8,0.04363207547169812
747,Indian world,1150,3.7,1,85.5,0.04327485380116959
748,Indian world,1170,3.8,1,86.9,0.04372842347525891
749,Indian world,1200,4.0,1,89.0,0.0449438202247191
750,Indian world,1210,12.2,3,89.7,0.13600891861761424
751,Indian world,1240,25.9,6,91.8,0.2821350762527233
752,Indian world,1250,4.4,1,92.5,0.047567567567567574
753,Indian world,1270,13.8,3,93.9,0.14696485623003194
754,Indian world,1300,19.6,4,96.0,0.2041666666666667
755,Indian world,1310,5.0,1,96.7,0.05170630816959669
756,Indian world,1320,5.1,1,97.4,0.05236139630390143
757,Indian world,1340,10.8,2,98.8,0.10931174089068826
758,Indian world,1360,5.6,1,100.2,0.0558882235528942
759,Indian world,1380,17.8,3,101.6,0.1751968503937008
760,Indian world,1400,24.8,4,103.0,0.2407766990291262
761,Indian world,1410,6.4,1,103.7,0.06171648987463838
762,Indian world,1420,6.5,1,104.4,0.06226053639846743
763,Indian world,1440,34.0,5,105.8,0.32136105860113423
764,Indian world,1450,13.9,2,106.5,0.13051643192488263
765,Indian world,1480,22.2,3,108.6,0.20441988950276244
766,Indian world,1490,37.6,5,109.3,0.3440073193046661
767,Indian world,1500,7.7,1,110.2455,0.06984412062170338
768,Indian world,1510,70.4,4,112.5,0.6257777777777779
769,Indian world,1520,63.7,3,115.0,0.5539130434782609
770,Indian world,1530,72.8,4,117.5,0.6195744680851064
771,Indian world,1540,81.6,10,120.0,0.6799999999999999
772,Indian world,1550,24.8,3,122.5,0.20244897959183675
773,Indian world,1560,33.5,4,125.0,0.268
774,Indian world,1570,25.4,3,127.5,0.19921568627450978
775,Indian world,1580,173.2,15,130.0,1.3323076923076922
776,Indian world,1590,60.2,7,132.5,0.45433962264150946
777,Indian world,1600,51.9,6,135.06820000000002,0.38425032687190613
778,Indian world,1610,26.1,3,138.0,0.18913043478260871
779,Indian world,1620,77.1,8,141.0,0.5468085106382978
780,Indian world,1630,29.7,4,144.0,0.20625
781,Indian world,1640,17.5,2,147.0,0.11904761904761904
782,Indian world,1650,35.0,4,150.0,0.23333333333333334
783,Indian world,1660,34.9,4,153.0,0.2281045751633987
784,Indian world,1670,43.5,5,156.0,0.27884615384615385
785,Indian world,1680,34.7,4,159.0,0.21823899371069183
786,Indian world,1690,17.3,2,162.0,0.10679012345679013
787,Indian world,1700,25.8,3,165.0909,0.15627754164523908
788,Indian world,1710,17.1,2,168.66670000000002,0.10138337917324522
789,Indian world,1720,42.5,5,172.33329999999998,0.24661513474180558
790,Indian world,1730,49.3,5,176.0,0.28011363636363634
791,Indian world,1740,126.4,10,179.66670000000002,0.7035249158580861
792,Indian world,1750,41.7,5,183.33329999999998,0.22745458680992492
793,Indian world,1760,91.0,11,187.0,0.48663101604278075
794,Indian world,1770,49.3,6,190.66670000000002,0.2585663883625195
795,Indian world,1780,122.8,10,194.33329999999998,0.6319040534998377
796,Indian world,1790,32.4,4,198.0,0.16363636363636364
797,Indian world,1800,216.8,13,201.66670000000002,1.0750411446212984
798,Indian world,1810,72.3,4,205.33329999999998,0.3521104467711764
799,Indian world,1820,58.8,8,101.6305,0.5785664736471827
800,Indian world,1830,90.4,7,74.39139999999999,1.2151942294405
801,Indian world,1840,141.9,13,77.5336,1.8301742728313917
802,Indian world,1850,183.6,19,80.74839999999999,2.273729262747002
803,Indian world,1860,186.1,23,83.76339999999999,2.2217340747868404
804,Indian world,1870,374.4,34,86.65660000000001,4.320501842906367
805,Indian world,1880,512.6,36,89.192,5.747152210960625
806,Italy,500,11.5,2,6.5015,1.7688225794047527
807,Italy,510,5.9,1,6.4715,0.911689716449046
808,Italy,530,6.3,1,6.4113999999999995,0.982624699753564
809,Italy,540,12.4,4,6.381399999999999,1.9431472717585485
810,Italy,600,7.9,1,6.2012,1.2739469780042574
811,Italy,610,8.2,1,6.1712,1.3287529167746952
812,Italy,710,10.0,1,5.8709,1.7033163569469758
813,Italy,740,10.2,1,5.7808,1.7644616662053694
814,Italy,750,10.2,1,5.7508,1.773666272518606
815,Italy,780,20.0,2,5.660699999999999,3.5331319448124794
816,Italy,840,27.9,3,5.4805,5.0907763890156
817,Italy,850,9.1,1,5.4505,1.6695715989358775
818,Italy,860,9.0,1,5.4204,1.6603940668585344
819,Italy,880,8.7,1,5.360399999999999,1.6230132079695545
820,Italy,890,8.5,1,5.3303,1.5946569611466521
821,Italy,940,7.8,1,5.1802,1.505733369367978
822,Italy,950,7.7,1,5.1502,1.49508756941478
823,Italy,970,7.5,1,5.0901000000000005,1.473448458772912
824,Italy,1000,7.3,1,5.019100000000001,1.454444023828973
825,Italy,1020,7.2,1,5.22,1.3793103448275863
826,Italy,1030,43.1,1,5.33,8.086303939962477
827,Italy,1040,56.0,7,5.44,10.294117647058822
828,Italy,1050,20.2,2,5.55,3.6396396396396398
829,Italy,1060,14.4,2,5.66,2.5441696113074204
830,Italy,1080,14.5,2,5.88,2.4659863945578233
831,Italy,1100,36.7,5,6.1,6.0163934426229515
832,Italy,1110,59.4,3,6.21,9.565217391304348
833,Italy,1120,29.9,4,6.32,4.731012658227848
834,Italy,1140,130.8,16,6.54,20.0
835,Italy,1150,14.2,1,6.65,2.1353383458646613
836,Italy,1160,12.0,2,6.76,1.7751479289940828
837,Italy,1170,12.2,2,6.87,1.7758369723435223
838,Italy,1180,65.7,7,6.98,9.412607449856733
839,Italy,1190,8.3,1,7.09,1.1706629055007054
840,Italy,1200,109.1,7,7.2,15.152777777777777
841,Italy,1210,17.2,2,7.31,2.3529411764705883
842,Italy,1220,212.0,8,7.42,28.571428571428573
843,Italy,1230,164.3,3,7.53,21.819389110225764
844,Italy,1240,341.1,35,7.64,44.64659685863875
845,Italy,1250,22.4,3,7.75,2.890322580645161
846,Italy,1260,241.9,25,7.86,30.776081424936386
847,Italy,1270,137.8,10,7.97,17.289836888331244
848,Italy,1280,600.2,59,8.08,74.28217821782178
849,Italy,1290,65.8,7,8.19,8.034188034188034
850,Italy,1300,255.2,27,8.3,30.746987951807224
851,Italy,1310,84.9,7,8.41,10.09512485136742
852,Italy,1320,305.0,21,8.52,35.7981220657277
853,Italy,1330,123.5,10,8.63,14.310544611819234
854,Italy,1340,674.2,52,8.74,77.1395881006865
855,Italy,1350,183.8,15,8.85,20.768361581920907
856,Italy,1360,287.6,24,8.96,32.098214285714285
857,Italy,1370,199.4,11,9.07,21.984564498346195
858,Italy,1380,1105.4,72,9.18,120.41394335511984
859,Italy,1390,188.8,12,9.29,20.32292787944026
860,Italy,1400,440.0,28,9.4,46.80851063829787
861,Italy,1410,191.9,17,9.51,20.17875920084122
862,Italy,1420,941.6,50,9.62,97.87941787941789
863,Italy,1430,292.8,20,9.73,30.092497430626928
864,Italy,1440,1504.2,103,9.84,152.8658536585366
865,Italy,1450,483.8,26,9.95,48.62311557788945
866,Italy,1460,1287.9,89,10.06,128.02186878727633
867,Italy,1470,678.9,46,10.17,66.7551622418879
868,Italy,1480,3568.1,209,10.28,347.091439688716
869,Italy,1490,1264.7,67,10.39,121.7228103946102
870,Italy,1500,2686.5,152,10.5205,255.35858561855426
871,Italy,1510,1854.7,89,10.76,172.36988847583643
872,Italy,1520,4218.7,154,11.02,382.82214156079857
873,Italy,1530,2007.1,93,11.28,177.93439716312056
874,Italy,1540,8741.2,357,11.54,757.469670710572
875,Italy,1550,2970.2,119,11.8,251.71186440677963
876,Italy,1560,5667.6,214,12.06,469.9502487562189
877,Italy,1570,5713.8,158,12.32,463.78246753246754
878,Italy,1580,11001.7,309,12.58,874.5389507154214
879,Italy,1590,5303.8,143,12.84,413.0685358255452
880,Italy,1600,11222.3,302,13.0673,858.8078639045556
881,Italy,1610,6714.3,195,13.12,511.76067073170736
882,Italy,1620,12543.9,279,13.14,954.634703196347
883,Italy,1630,5380.9,174,13.16,408.8829787234042
884,Italy,1640,10994.7,315,13.18,834.1957511380881
885,Italy,1650,4480.1,148,13.2,339.4015151515152
886,Italy,1660,7247.9,238,13.22,548.2526475037821
887,Italy,1670,5807.7,167,13.24,438.6480362537764
888,Italy,1680,8136.9,286,13.26,613.6425339366516
889,Italy,1690,5124.7,178,13.28,385.8960843373494
890,Italy,1700,9365.6,268,13.375399999999999,700.210834816155
891,Italy,1710,6600.8,198,13.873,475.8019173934982
892,Italy,1720,10226.3,310,14.446,707.8983801744428
893,Italy,1730,6498.3,202,15.019,432.6719488647713
894,Italy,1740,13042.9,365,15.592,836.5123140071831
895,Italy,1750,8220.2,258,16.165,508.5184039591711
896,Italy,1760,11083.8,356,16.738,662.193810491098
897,Italy,1770,10047.5,317,17.311,580.4112991739356
898,Italy,1780,13243.9,423,17.884,740.5446208901811
899,Italy,1790,8617.0,268,18.457,466.86893861407594
900,Italy,1800,12999.5,394,19.03,683.1056227009984
901,Italy,1810,11418.4,370,19.603,582.4822731214609
902,Italy,1820,14592.4,446,20.2766,719.6670053164733
903,Italy,1830,12467.5,434,21.516299999999998,579.4444212062483
904,Italy,1840,24344.1,836,22.9441,1061.0178651592348
905,Italy,1850,21945.6,747,24.463099999999997,897.0899027514911
906,Italy,1860,31675.2,955,26.101599999999998,1213.534802464217
907,Italy,1870,23606.9,743,27.880599999999998,846.7142027072589
908,Italy,1880,32247.4,1118,29.5853,1089.9804970711807
909,Japan,10,6.6,1,3.0405,2.17069560927479
910,Japan,280,4.2,1,4.2568,0.9866566434880661
911,Japan,580,3.2,1,5.6081,0.5706032346070862
912,Japan,630,13.8,2,5.8333,2.365727804158881
913,Japan,660,7.4,1,5.9685,1.2398425064924186
914,Japan,680,108.2,14,6.0586,17.85891129964018
915,Japan,690,15.7,2,6.1036,2.5722524411822527
916,Japan,700,47.7,6,6.1486,7.757863578700843
917,Japan,710,8.0,1,6.1937,1.2916350485170416
918,Japan,720,16.2,2,6.2387,2.59669482424223
919,Japan,730,8.1,1,6.2838,1.289028931538241
920,Japan,740,24.4,3,6.3288,3.855391227404879
921,Japan,750,8.1,1,6.3739,1.2708075118844036
922,Japan,760,8.1,1,6.4189,1.2618984561217654
923,Japan,780,52.2,7,6.509,8.019665079121216
924,Japan,800,7.8,1,6.5991,1.1819793608219302
925,Japan,810,15.5,2,6.644100000000001,2.3328968558570757
926,Japan,820,10.8,2,6.6892,1.6145428451832806
927,Japan,840,10.5,2,6.7793,1.5488324753293112
928,Japan,850,36.6,5,6.8243,5.3631874331433265
929,Japan,860,28.8,4,6.8694,4.192505895711416
930,Japan,880,34.8,5,6.9595,5.000359221208419
931,Japan,900,26.9,4,7.0495,3.8158734662032767
932,Japan,910,33.0,5,7.094600000000001,4.6514250274856925
933,Japan,920,26.0,4,7.139600000000001,3.6416605972323377
934,Japan,930,6.4,1,7.184699999999999,0.8907818002143445
935,Japan,940,88.0,14,7.2297,12.172012669958642
936,Japan,950,12.4,2,7.2748,1.704514213449167
937,Japan,960,85.0,9,7.3198,11.612339134949043
938,Japan,970,18.1,3,7.3649,2.4576029545547127
939,Japan,980,41.5,8,7.4098999999999995,5.600615392920282
940,Japan,990,17.7,3,7.455,2.374245472837022
941,Japan,1000,29.3,5,7.5154,3.8986614152274
942,Japan,1010,23.2,4,7.658,3.0295116218333766
943,Japan,1020,11.6,2,7.816,1.4841351074718525
944,Japan,1030,23.1,4,7.974,2.8969149736644093
945,Japan,1040,17.3,3,8.132,2.1273979340875555
946,Japan,1050,5.8,1,8.29,0.6996381182147166
947,Japan,1070,11.6,2,8.606,1.3478968161747618
948,Japan,1080,11.6,2,8.764,1.323596531264263
949,Japan,1090,14.2,3,8.922,1.591571396547859
950,Japan,1100,5.9,1,9.08,0.6497797356828194
951,Japan,1120,14.5,3,9.396,1.5432098765432098
952,Japan,1140,18.4,3,9.712,1.8945634266886324
953,Japan,1150,18.7,3,9.87,1.894630192502533
954,Japan,1160,16.0,3,10.028,1.5955325089748702
955,Japan,1170,12.8,2,10.186,1.2566267425878657
956,Japan,1180,53.1,10,10.344,5.133410672853829
