,region_name,decade,N_est,N_est_min,N_est_max,score,f>3
2304,Southwestern Europe,1160,45.3231146633718,41.28840915622093,49.85432861019345,5.0,0.0
2305,Southwestern Europe,1170,18.129245865348718,16.515363662488372,19.94173144407738,2.0,0.0
2306,Southwestern Europe,1180,100.71085225941795,91.83450014368604,110.67952294242559,12.0,1.0
2307,Southwestern Europe,1190,45.3231146633718,41.28840915622093,49.85432861019345,5.0,0.0
2308,Southwestern Europe,1200,108.7754751920923,99.09218197493024,119.65038866446429,12.0,0.0
2309,Southwestern Europe,1210,48.3231146633718,44.28840915622093,52.85432861019345,8.0,3.0
2310,Southwestern Europe,1220,119.84009812476667,109.34986380617443,131.62125438650298,15.0,2.0
2311,Southwestern Europe,1230,37.258491730697436,34.030727324976745,40.88346288815476,5.0,1.0
2312,Southwestern Europe,1240,574.0712447584846,523.2339553683837,631.1645404884375,66.0,3.0
2313,Southwestern Europe,1250,64.4523605287205,58.803772818709305,70.79606005427082,8.0,1.0
2314,Southwestern Europe,1260,315.1971797109282,287.7611822623023,346.0094345493155,41.0,7.0
2315,Southwestern Europe,1270,137.9693439901154,125.8652274686628,151.56298583058035,17.0,2.0
2316,Southwestern Europe,1280,691.8467199505769,631.3261373433139,759.8149291529018,87.0,12.0
2317,Southwestern Europe,1290,75.51698346139487,69.06145464995349,82.76692577630952,11.0,3.0
2318,Southwestern Europe,1300,386.7141631723231,352.8226369122558,424.776360325625,48.0,6.0
2319,Southwestern Europe,1310,169.84331862408442,159.32165001517546,179.56627414139564,13.0,1.0
2320,Southwestern Europe,1320,436.10829656021104,409.8041250379387,460.4156853534891,44.0,14.0
2321,Southwestern Europe,1330,170.84331862408442,160.32165001517546,180.56627414139564,14.0,2.0
2322,Southwestern Europe,1340,1108.4815710565488,1040.0907250986406,1171.6807819190717,89.0,11.0
2323,Southwestern Europe,1350,342.68663724816884,321.64330003035093,362.1325482827913,29.0,5.0
2324,Southwestern Europe,1360,536.6002324242603,504.15842088012437,566.5793452693032,53.0,16.0
2325,Southwestern Europe,1370,242.1947013841196,227.28900418816525,255.96888836697715,20.0,3.0
2326,Southwestern Europe,1380,1363.7465489926753,1279.5732001214037,1441.530193131165,109.0,13.0
2327,Southwestern Europe,1390,313.5460841441548,294.25635836115504,331.37150259255867,26.0,4.0
2328,Southwestern Europe,1400,706.4435510483447,663.4800708952998,746.1456194106988,66.0,17.0
2329,Southwestern Europe,1410,351.68663724816884,330.64330003035093,371.1325482827913,38.0,14.0
2330,Southwestern Europe,1420,997.9193586404925,936.542958421857,1054.6365991581413,83.0,13.0
2331,Southwestern Europe,1430,476.3191262162322,447.3845375417326,503.057253888838,45.0,12.0
2332,Southwestern Europe,1440,2627.0011621213016,2464.792104400622,2776.896726346516,209.0,24.0
2333,Southwestern Europe,1450,645.1624448403165,605.706187556908,681.6235280302336,57.0,12.0
2334,Southwestern Europe,1460,1717.4331862408442,1612.2165001517549,1814.6627414139564,149.0,29.0
2335,Southwestern Europe,1470,896.3571462244362,841.9951917450733,946.5924163972109,86.0,24.0
2336,Southwestern Europe,1480,4259.942412498097,3998.654308710191,4501.3958078446585,365.0,67.0
2337,Southwestern Europe,1490,1384.8168255446824,1299.7666709560017,1463.4107159762814,117.0,20.0
2338,Southwestern Europe,1500,3886.0449455939065,3648.430596176046,4105.6216910265175,344.0,73.0
2339,Southwestern Europe,1510,1914.4170579689428,1796.9250918361263,2022.9900612455847,163.0,29.0
2340,Southwestern Europe,1520,3636.77996765778,3414.948121153283,3841.7722798144246,330.0,77.0
2341,Southwestern Europe,1530,2006.9089938329919,1883.2793876783119,2121.1537211613986,164.0,23.0
2342,Southwestern Europe,1540,8389.603718788165,7870.53473408199,8869.269524308851,652.0,60.0
2343,Southwestern Europe,1550,3077.2500117855266,2886.983171107757,3253.0734573902378,241.0,24.0
2344,Southwestern Europe,1560,5232.932047690596,4909.390737966646,5531.912929847916,410.0,41.0
2345,Southwestern Europe,1570,3378.7258193776743,3170.046058634314,3571.56443713768,268.0,30.0
2346,Southwestern Europe,1580,6860.084127723412,6434.833354780009,7253.053579881407,521.0,36.0
2347,Southwestern Europe,1590,3366.6555428256675,3158.852587799716,3558.6839142925637,269.0,32.0
2348,Southwestern Europe,1600,6269.202552558779,5963.233623249499,6643.48416255689,511.0,50.0
2349,Southwestern Europe,1610,3771.4271247423494,3588.243991359787,3995.508956324732,324.0,48.0
2350,Southwestern Europe,1620,5840.500856936478,5555.770551787495,6188.801964722138,482.0,53.0
