,individual_wikidata_id,individual_name,score,productive_year,birthyear,country_name,region_name,period
2796,Q18757048,Richard Parker,8,1608.0,1573.0,United Kingdom,United Kingdom,1550
2797,Q1006241,"John Hervey, 2nd Baron Hervey",43,1731.0,1696.0,United Kingdom,United Kingdom,1650
2798,Q575043,Alfred Austin,46,1870.0,1835.0,United Kingdom,United Kingdom,1800
2799,Q5717157,Henry Airay,14,1595.0,1560.0,United Kingdom,United Kingdom,1550
2800,Q15485605,Jakob Zeugheer,14,1838.0,1803.0,United Kingdom,United Kingdom,1800
2801,Q5482047,Francis Nicholson,40,1788.0,1753.0,United Kingdom,United Kingdom,1750
2802,Q7782307,Theophilus Jones,10,1794.0,1759.0,United Kingdom,United Kingdom,1750
2803,Q18162312,William Higton,2,1827.0,1792.0,United Kingdom,United Kingdom,1750
2804,Q105523525,Samuel Berry,2,1843.0,1808.0,United Kingdom,United Kingdom,1800
2805,Q6250702,John Nost Sartorius,29,1794.0,1759.0,United Kingdom,United Kingdom,1750
2806,Q1293089,Edward Nairne,26,1761.0,1726.0,United Kingdom,United Kingdom,1700
2807,Q21452819,Aaron Green,2,1855.0,1820.0,United Kingdom,United Kingdom,1800
2808,Q8008571,William Ellison Boggs,3,1873.0,1838.0,United States of America,United Kingdom,1800
2809,Q331198,William Gifford,38,1791.0,1756.0,United Kingdom,United Kingdom,1750
2810,Q20733402,John Edwards Griffith,10,1878.0,1843.0,United Kingdom,United Kingdom,1800
2811,Q15438635,Henry Winkles,30,1836.0,1801.0,United Kingdom,United Kingdom,1800
2812,Q2850561,Anna Maria Porter,38,1815.0,1780.0,United Kingdom,United Kingdom,1750
2813,Q333469,"Sir George Staunton, 2nd Baronet",42,1816.0,1781.0,United Kingdom,United Kingdom,1750
2814,Q1232386,John Abernethy,37,1799.0,1764.0,United Kingdom,United Kingdom,1750
2815,Q218254,Dugald Stewart,59,1788.0,1753.0,United Kingdom,United Kingdom,1750
2816,Q26488606,Charlton Byam Wollaston,4,1800.0,1765.0,United Kingdom,United Kingdom,1750
2817,Q6221434,John Bell,3,1834.0,1799.0,United Kingdom,United Kingdom,1750
2818,Q56425634,Mary Downing,2,1850.0,1815.0,United Kingdom,United Kingdom,1800
2819,Q6223077,John Brent,17,1843.0,1808.0,United Kingdom,United Kingdom,1800
2820,Q64685497,Charlotte Atcherley,2,1853.0,1818.0,United Kingdom,United Kingdom,1800
2821,Q15976246,Joseph Woodfall Ebsworth,28,1859.0,1824.0,United Kingdom,United Kingdom,1800
2822,Q18526511,Antoine Benoist,29,1756.0,1721.0,United Kingdom,United Kingdom,1700
2823,Q9184478,Capel Bond,27,1765.0,1730.0,United Kingdom,United Kingdom,1700
2824,Q21464429,William Cave,2,1772.0,1737.0,United Kingdom,United Kingdom,1700
2825,Q2871726,Augustus Simson,7,1871.0,1836.0,United Kingdom,United Kingdom,1800
2826,Q1708648,Josiah Latimer Clark,24,1857.0,1822.0,United Kingdom,United Kingdom,1800
2827,Q3809561,John Preston,33,1622.0,1587.0,United Kingdom,United Kingdom,1550
2828,Q5363459,Elizabeth Ryves,17,1785.0,1750.0,United Kingdom,United Kingdom,1750
2829,Q432189,William Wales,34,1769.0,1734.0,United Kingdom,United Kingdom,1700
2830,Q327480,Paolo Emiliani Giudici,36,1847.0,1812.0,United Kingdom,United Kingdom,1800
2831,Q2736244,"John Sheffield, 1st Duke of Buckingham and Normanby",47,1683.0,1648.0,United Kingdom,United Kingdom,1600
2832,Q61314385,William Beadon Heathcote,7,1847.0,1812.0,United Kingdom,United Kingdom,1800
2833,Q60497117,Louisa Clifton,13,1849.0,1814.0,United Kingdom,United Kingdom,1800
2834,Q18810929,John Sandford,16,1836.0,1801.0,United Kingdom,United Kingdom,1800
2835,Q18674017,Joseph Binns Hart,12,1829.0,1794.0,United Kingdom,United Kingdom,1750
2836,Q5363233,Elizabeth Moody,11,1772.0,1737.0,United Kingdom,United Kingdom,1700
2837,Q443320,Elizabeth Montagu,52,1753.0,1718.0,United Kingdom,United Kingdom,1700
2838,Q108937384,Richard Williams Thomas,5,1879.0,1844.0,United Kingdom,United Kingdom,1800
2839,Q21460162,Thomas Dingle,2,1853.0,1818.0,United Kingdom,United Kingdom,1800
2840,Q2426055,Thomas McKenny Hughes,19,1867.0,1832.0,United Kingdom,United Kingdom,1800
2841,Q8008079,William Duguid Geddes,21,1863.0,1828.0,United Kingdom,United Kingdom,1800
2842,Q15440636,Selina Davenport,10,1814.0,1779.0,United Kingdom,United Kingdom,1750
2843,Q60196944,Philip Savile Grey Reid,6,1880.0,1845.0,United Kingdom,United Kingdom,1800
2844,Q330323,Walter Theodore Watts-Dunton,38,1867.0,1832.0,United Kingdom,United Kingdom,1800
2845,Q18672611,Thomas Luby,4,1835.0,1800.0,United Kingdom,United Kingdom,1800
2846,Q633167,Archibald Geikie,68,1870.0,1835.0,United Kingdom,United Kingdom,1800
2847,Q1334667,Nicholas Culpeper,39,1651.0,1616.0,United Kingdom,United Kingdom,1600
2848,Q4154159,Nicol Alexander Dalzell,11,1852.0,1817.0,United Kingdom,United Kingdom,1800
2849,Q21461028,Thomas Weaver,20,1809.0,1774.0,United Kingdom,United Kingdom,1750
2850,Q18674013,Joseph Harris,12,1675.0,1640.0,United Kingdom,United Kingdom,1600
2851,Q528261,Ralph Cudworth,85,1652.0,1617.0,United Kingdom,United Kingdom,1600
2852,Q7789400,Thomas Evans,11,1799.0,1764.0,United Kingdom,United Kingdom,1750
2853,Q21458711,Arthur Henry Davis,8,1882.0,1847.0,United Kingdom,United Kingdom,1800
2854,Q16030872,Thomas Roger Smith,26,1865.0,1830.0,United Kingdom,United Kingdom,1800
2855,Q3568771,William Lambarde,30,1571.0,1536.0,United Kingdom,United Kingdom,1500
2856,Q16644475,James Bamforth,8,1877.0,1842.0,United Kingdom,United Kingdom,1800
2857,Q7792239,Thomas Maurice,42,1789.0,1754.0,United Kingdom,United Kingdom,1750
2858,Q3867122,Mungo Ponton,16,1837.0,1802.0,United Kingdom,United Kingdom,1800
2859,Q1150254,Robert Cocking,6,1811.0,1776.0,United Kingdom,United Kingdom,1750
2860,Q18813345,Robert Sherwood,11,1634.0,1622.0,United Kingdom,United Kingdom,1600
2861,Q19197226,Friedrich Althaus,22,1864.0,1829.0,United Kingdom,United Kingdom,1800
2862,Q2739357,Robert Main,25,1843.0,1808.0,United Kingdom,United Kingdom,1800
2863,Q4718533,Alexander Carlyle,25,1757.0,1722.0,United Kingdom,United Kingdom,1700
2864,Q16737330,Robert Thomas,8,1844.0,1809.0,United Kingdom,United Kingdom,1800
2865,Q52231962,John Chapman,24,1823.0,1792.0,United Kingdom,United Kingdom,1750
2866,Q1378093,Richard Pulteney,38,1765.0,1730.0,United Kingdom,United Kingdom,1700
2867,Q27206748,George Woodall,16,1885.0,1850.0,United Kingdom,United Kingdom,1850
2868,Q50351431,Henry Whitfield,7,1811.0,1776.0,United Kingdom,United Kingdom,1750
2869,Q62127980,Warwick Brookes,19,1843.0,1808.0,United Kingdom,United Kingdom,1800
2870,Q749041,Henry Edward Armstrong,36,1883.0,1848.0,United Kingdom,United Kingdom,1800
2871,Q1398356,John Leland,42,1537.0,1502.0,United Kingdom,United Kingdom,1500
2872,Q18674008,Joseph  Francis Gilbert,19,1827.0,1792.0,United Kingdom,United Kingdom,1750
2873,Q325984,Samuel Molyneux,29,1724.0,1689.0,United Kingdom,United Kingdom,1650
2874,Q21463581,John Tobias Young,3,1821.0,1786.0,United Kingdom,United Kingdom,1750
2875,Q72917301,William Augustus Francis,3,1877.0,1842.0,United Kingdom,United Kingdom,1800
2876,Q61155214,J. Lewis André,1,1868.0,1833.0,United Kingdom,United Kingdom,1800
2877,Q22922864,Isaac Dalby,13,1779.0,1744.0,United Kingdom,United Kingdom,1700
2878,Q504800,Andrew Fuller,25,1789.0,1754.0,United Kingdom,United Kingdom,1750
2879,Q72084562,James Bruton,10,1850.0,1815.0,United Kingdom,United Kingdom,1800
2880,Q20141702,William Hilton,8,1652.0,1617.0,United Kingdom,United Kingdom,1600
2881,Q8012087,William Henry Lynn,14,1864.0,1829.0,United Kingdom,United Kingdom,1800
2882,Q21289814,Samuel Mountjoy Smith,11,1844.0,1809.0,United Kingdom,United Kingdom,1800
2883,Q21464912,Joseph Wrightson MacIntyre,1,1877.0,1842.0,United Kingdom,United Kingdom,1800
2884,Q374718,John Bennet,38,1601.0,1575.0,United Kingdom,United Kingdom,1550
2885,Q18592939,Ann Rayner,1,1855.0,1826.0,United Kingdom,United Kingdom,1800
2886,Q6536798,Lewis Llewelyn Dillwyn,15,1849.0,1814.0,United Kingdom,United Kingdom,1800
2887,Q23649160,John George Wood,13,1803.0,1768.0,United Kingdom,United Kingdom,1750
2888,Q4216193,Elizabeth Carter,53,1752.0,1717.0,United Kingdom,United Kingdom,1700
2889,Q159430,Arthur Cayley,75,1856.0,1821.0,United Kingdom,United Kingdom,1800
2890,Q17309169,William Henry Husk,15,1849.0,1814.0,United Kingdom,United Kingdom,1800
2891,Q18527064,Robert Bland,13,1814.0,1779.0,United Kingdom,United Kingdom,1750
2892,Q374362,Nikolay Ogarev,54,1848.0,1813.0,United Kingdom,United Kingdom,1800
2893,Q107240425,William Milner Fawcett,10,1867.0,1832.0,United Kingdom,United Kingdom,1800
2894,Q5078453,Charles Grimes,13,1807.0,1772.0,United Kingdom,United Kingdom,1750
2895,Q64355492,W. Martin Wood,5,1863.0,1828.0,United Kingdom,United Kingdom,1800
2896,Q64685921,Eleanor Stredder,8,1870.0,1835.0,United Kingdom,United Kingdom,1800
2897,Q1960767,Thomas Cooper,28,1840.0,1805.0,United Kingdom,United Kingdom,1800
2898,Q60286162,Frederick Wollaston Ramsden,2,1874.0,1839.0,United Kingdom,United Kingdom,1800
2899,Q6151162,Jane Benham Hay,15,1864.0,1829.0,United Kingdom,United Kingdom,1800
2900,Q20733492,John Jones,4,1685.0,1650.0,United Kingdom,United Kingdom,1650
2901,Q722912,Willem van de Velde the Elder,67,1646.0,1611.0,United Kingdom,United Kingdom,1600
2902,Q87411281,Joseph Glass,1,1685.0,1650.0,United Kingdom,United Kingdom,1650
2903,Q18917637,George Jackman,1,1836.0,1801.0,United Kingdom,United Kingdom,1800
2904,Q333772,"Charles Montagu, 1st Earl of Halifax",52,1696.0,1661.0,United Kingdom,United Kingdom,1650
2905,Q5601557,John McLeod Campbell,25,1835.0,1800.0,United Kingdom,United Kingdom,1800
2906,Q15434090,Jane Savage,10,1787.0,1752.0,United Kingdom,United Kingdom,1750
2907,Q18762006,John Prout,1,1845.0,1810.0,United Kingdom,United Kingdom,1800
2908,Q1400074,János Uri,11,1759.0,1724.0,United Kingdom,United Kingdom,1700
2909,Q21608219,George Schneider,10,1883.0,1848.0,United Kingdom,United Kingdom,1800
2910,Q435537,William Darwin Fox,20,1840.0,1805.0,United Kingdom,United Kingdom,1800
2911,Q18530482,Nicholas Billingsley,12,1668.0,1633.0,United Kingdom,United Kingdom,1600
2912,Q56761420,David T. Shaw,12,1848.0,1813.0,United Kingdom,United Kingdom,1800
2913,Q314325,Thomas Wyatt,81,1538.0,1503.0,United Kingdom,United Kingdom,1500
2914,Q21166882,William West,6,1828.0,1793.0,United Kingdom,United Kingdom,1750
2915,Q81243871,Eliza West Thurston,3,1878.0,1843.0,United Kingdom,United Kingdom,1800
2916,Q2076898,Peter Mark Roget,69,1814.0,1779.0,United Kingdom,United Kingdom,1750
2917,Q21463707,Charles Thomas Bale,6,1884.0,1849.0,United Kingdom,United Kingdom,1800
2918,Q6223488,John Brown,2,1844.0,1809.0,United Kingdom,United Kingdom,1800
2919,Q18593228,John Fryer,7,1561.0,1526.0,United Kingdom,United Kingdom,1500
2920,Q5542725,George Murray Humphry,26,1855.0,1820.0,United Kingdom,United Kingdom,1800
2921,Q18671992,John Lloyd,7,1679.0,1644.0,United Kingdom,United Kingdom,1600
2922,Q16059778,John Griffiths,4,1855.0,1820.0,United Kingdom,United Kingdom,1800
2923,Q4722946,Alfred James Phasey,3,1869.0,1834.0,United Kingdom,United Kingdom,1800
2924,Q11687759,Bernard Gates,13,1721.0,1686.0,United Kingdom,United Kingdom,1650
2925,Q13478522,John Forbes,2,1830.0,1795.0,United Kingdom,United Kingdom,1750
2926,Q2959562,Charles Lamb Kenney,27,1856.0,1821.0,United Kingdom,United Kingdom,1800
2927,Q5717133,Henry Adrian Churchill,4,1863.0,1828.0,United Kingdom,United Kingdom,1800
2928,Q6219500,John Arthur Phillips,12,1857.0,1822.0,United Kingdom,United Kingdom,1800
2929,Q20008647,James Logan Lobley,11,1868.0,1833.0,United Kingdom,United Kingdom,1800
2930,Q565156,Ann Childe Seguin,9,1846.0,1811.0,United Kingdom,United Kingdom,1800
2931,Q21460391,John Bell,5,1828.0,1793.0,United Kingdom,United Kingdom,1750
2932,Q30530887,Karl Kiesewetter,4,1812.0,1777.0,United Kingdom,United Kingdom,1750
2933,Q16065831,James Leakey,19,1810.0,1775.0,United Kingdom,United Kingdom,1750
2934,Q81550186,Michael Hannaford,4,1867.0,1832.0,United Kingdom,United Kingdom,1800
2935,Q1363211,Isaac Rand,20,1709.0,1674.0,United Kingdom,United Kingdom,1650
2936,Q18530285,John Clayton,5,1855.0,1820.0,United Kingdom,United Kingdom,1800
2937,Q18389435,Edward Wilton Eddis,5,1860.0,1825.0,United Kingdom,United Kingdom,1800
2938,Q7327422,Richard Llwyd,23,1787.0,1752.0,United Kingdom,United Kingdom,1750
2939,Q5723837,Henry James Byron,36,1870.0,1835.0,United Kingdom,United Kingdom,1800
2940,Q64685660,Caroline Drayson,1,1851.0,1816.0,United Kingdom,United Kingdom,1800
2941,Q6218080,John Abraham Heraud,19,1834.0,1799.0,United Kingdom,United Kingdom,1750
2942,Q7325764,Richard Francis Weymouth,32,1857.0,1822.0,United Kingdom,United Kingdom,1800
2943,Q257668,George Edwards,55,1729.0,1694.0,United Kingdom,United Kingdom,1650
2944,Q21166850,William Soame,13,1679.0,1644.0,United Kingdom,United Kingdom,1600
2945,Q96377878,Ferrar Fenton,5,1867.0,1832.0,United Kingdom,United Kingdom,1800
2946,Q5231197,David Bates,21,1875.0,1840.0,United Kingdom,United Kingdom,1800
2947,Q42296686,John Bradley,2,1804.0,1769.0,United Kingdom,United Kingdom,1750
2948,Q19408982,Constance Phillott,14,1877.0,1842.0,United Kingdom,United Kingdom,1800
2949,Q3184614,Joseph Blackburn,26,1765.0,1730.0,United Kingdom,United Kingdom,1700
2950,Q453690,Richard Christopher Carrington,24,1861.0,1826.0,United Kingdom,United Kingdom,1800
2951,Q7412567,Samuel Sanders Teulon,17,1847.0,1812.0,United Kingdom,United Kingdom,1800
2952,Q29001064,Horace Beevor Love,12,1835.0,1800.0,United Kingdom,United Kingdom,1800
2953,Q5546422,George Wilson Bridges,30,1823.0,1788.0,United Kingdom,United Kingdom,1750
2954,Q106163109,Catherine Adelaide Sparkes,1,1877.0,1842.0,United Kingdom,United Kingdom,1800
2955,Q56167761,Ellen Forrester,5,1863.0,1828.0,United Kingdom,United Kingdom,1800
2956,Q4766537,Ann Maria Bradshaw,17,1836.0,1801.0,United Kingdom,United Kingdom,1800
2957,Q42302995,James Main,9,1810.0,1775.0,United Kingdom,United Kingdom,1750
2958,Q1232410,Leopold von Orlich,21,1839.0,1804.0,United Kingdom,United Kingdom,1800
2959,Q433405,Jonathan Stokes,22,1790.0,1755.0,United Kingdom,United Kingdom,1750
2960,Q321419,John Boydell,72,1754.0,1719.0,United Kingdom,United Kingdom,1700
2961,Q5543043,George Ormerod,30,1820.0,1785.0,United Kingdom,United Kingdom,1750
2962,Q4941129,Bonamy Price,20,1842.0,1807.0,United Kingdom,United Kingdom,1800
2963,Q21400462,Lawrence Twyne,6,1588.0,1564.0,United Kingdom,United Kingdom,1550
2964,Q16943898,Arthur Ua Clerigh,9,1876.0,1841.0,United Kingdom,United Kingdom,1800
2965,Q1474478,Thomas Gilbert,9,1785.0,1750.0,United Kingdom,United Kingdom,1750
2966,Q18811047,"Maria Stanley, Baroness Stanley of Alderley",25,1806.0,1771.0,United Kingdom,United Kingdom,1750
2967,Q18912515,Francis Thomas Dollman,12,1847.0,1812.0,United Kingdom,United Kingdom,1800
2968,Q2577471,Calvert Vaux,36,1859.0,1824.0,United Kingdom,United Kingdom,1800
2969,Q7609498,Stephen Hislop,12,1852.0,1817.0,United Kingdom,United Kingdom,1800
2970,Q5341966,Edward Bower,19,1645.0,1610.0,United Kingdom,United Kingdom,1600
2971,Q6223791,John Budden,17,1601.0,1566.0,United Kingdom,United Kingdom,1550
2972,Q20669603,Charles James Turrell,8,1880.0,1845.0,United Kingdom,United Kingdom,1800
2973,Q21513287,William Foggitt,4,1870.0,1835.0,United Kingdom,United Kingdom,1800
2974,Q15889913,Edward Simpson,2,1850.0,1815.0,United Kingdom,United Kingdom,1800
2975,Q4982698,Dorothy Ann Thrupp,10,1814.0,1779.0,United Kingdom,United Kingdom,1750
2976,Q4865234,Bartholomew Clerke,20,1572.0,1537.0,United Kingdom,United Kingdom,1500
2977,Q437075,Mathilde Marchesi,49,1861.0,1826.0,United Kingdom,United Kingdom,1800
2978,Q18923331,Charles Oberthür,33,1854.0,1819.0,United Kingdom,United Kingdom,1800
2979,Q15994310,Henry Blunt,2,1844.0,1809.0,United Kingdom,United Kingdom,1800
2980,Q2086404,Philip Reinagle,52,1783.0,1748.0,United Kingdom,United Kingdom,1700
2981,Q353238,Charles Kingsley,128,1854.0,1819.0,United Kingdom,United Kingdom,1800
2982,Q5728598,Henry Stacy Marks,49,1864.0,1829.0,United Kingdom,United Kingdom,1800
2983,Q6225267,John Carr,24,1758.0,1723.0,United Kingdom,United Kingdom,1700
2984,Q18576017,Daniel Kenrick,10,1685.0,1650.0,United Kingdom,United Kingdom,1650
2985,Q18922399,William Eden,20,1884.0,1849.0,United Kingdom,United Kingdom,1800
2986,Q5724865,Henry Leslie,8,1865.0,1830.0,United Kingdom,United Kingdom,1800
2987,Q21464405,Peter Wishart,3,1881.0,1846.0,United Kingdom,United Kingdom,1800
2988,Q18783919,Richard Richardson,23,1698.0,1663.0,United Kingdom,United Kingdom,1650
2989,Q28698130,Caroline Louisa Daly,2,1867.0,1832.0,United Kingdom,United Kingdom,1800
2990,Q64685843,Maria Norris,1,1862.0,1827.0,United Kingdom,United Kingdom,1800
2991,Q1701631,John Rutherford,14,1730.0,1695.0,United Kingdom,United Kingdom,1650
2992,Q21453111,Henry Charles Heffer,1,1883.0,1848.0,United Kingdom,United Kingdom,1800
2993,Q17423642,David Charles Read,24,1825.0,1790.0,United Kingdom,United Kingdom,1750
2994,Q6215093,Johan Graham,6,1740.0,1705.0,United Kingdom,United Kingdom,1700
2995,Q346950,Adair Crawford,26,1783.0,1748.0,United Kingdom,United Kingdom,1700
2996,Q8006246,William Byrne,45,1778.0,1743.0,United Kingdom,United Kingdom,1700
2997,Q55999,Felix Moscheles,37,1868.0,1833.0,United Kingdom,United Kingdom,1800
2998,Q6244929,John Liptrot Hatton,45,1844.0,1809.0,United Kingdom,United Kingdom,1800
2999,Q437594,Thomas Bewick,100,1788.0,1753.0,United Kingdom,United Kingdom,1750
3000,Q105090057,Sugawara Hakuryu,1,1868.0,1833.0,Japan,Japan,1800
3001,Q28069057,Ubukata Teisai,1,1834.0,1799.0,Japan,Japan,1750
3002,Q11463199,Odano Naotake,16,1780.0,1750.0,Japan,Japan,1750
3003,Q63566583,Jinzan Tani,9,1698.0,1663.0,Japan,Japan,1650
3004,Q11651546,Chōsei,1,1045.0,1010.0,Japan,Japan,1000
3005,Q2746002,Sōami,20,1490.0,1455.0,Japan,Japan,1450
3006,Q463142,Kyokutei Bakin,39,1802.0,1767.0,Japan,Japan,1750
3007,Q11368639,Niwa Tôkei,11,1795.0,1760.0,Japan,Japan,1750
3008,Q74674,Matsusaburō Yokoyama,21,1873.0,1838.0,Japan,Japan,1800
3009,Q11365282,Nakazō Nakamura III,12,1844.0,1809.0,Japan,Japan,1800
3010,Q1358636,Katsukawa Shunshō,51,1761.0,1726.0,Japan,Japan,1700
3011,Q174249,Minamoto no Sanetomo,16,1219.0,1192.0,Japan,Japan,1150
3012,Q11674946,Torii Kiyosada,7,1879.0,1844.0,Japan,Japan,1800
3013,Q62598998,Arashi Koroku IV,1,1818.0,1783.0,Japan,Japan,1750
3014,Q22126181,Ōno Norichika,1,1855.0,1820.0,Japan,Japan,1800
3015,Q11638441,Chikamatsu Hanji,17,1760.0,1725.0,Japan,Japan,1700
3016,Q1679717,Jakuren,13,1174.0,1139.0,Japan,Japan,1100
3017,Q8050056,Yasunosuke Futa,4,1836.0,1801.0,Japan,Japan,1800
3018,Q16138101,Takuma Eiga,1,1385.0,1350.0,Japan,Japan,1350
3019,Q21522393,Motoyoshi Ono,12,1872.0,1837.0,Japan,Japan,1800
3020,Q11561574,Shibukawa Hirotada,1,1726.0,1696.0,Japan,Japan,1650
3021,Q3084549,Yanagawa Shigenobu,24,1822.0,1787.0,Japan,Japan,1750
3022,Q861241,Fukuchi Genichiro,21,1876.0,1841.0,Japan,Japan,1800
3023,Q11365741,Nakamura Karoku III,2,1884.0,1849.0,Japan,Japan,1800
3024,Q11545178,Utagawa Yoshitomi,4,1832.0,1797.0,Japan,Japan,1750
3025,Q7818933,Tomishige Rihei,15,1872.0,1837.0,Japan,Japan,1800
3026,Q82573753,hori Mino,3,1868.0,1833.0,Japan,Japan,1800
3027,Q973922,Edoardo Chiossone,19,1868.0,1833.0,Japan,Japan,1800
3028,Q11464817,Gyōnen-hosshinnō,2,1637.0,1602.0,Japan,Japan,1600
3029,Q11674940,Torii Kiyomitsu (3rd),2,1868.0,1833.0,Japan,Japan,1800
3030,Q3151591,Inson,2,1155.0,1120.0,Japan,Japan,1100
3031,Q555061,Kishi Ganku,28,1791.0,1756.0,Japan,Japan,1750
3032,Q786186,Masuda Takashi,18,1883.0,1848.0,Japan,Japan,1800
3033,Q11381817,Sumiyoshi Jokei,11,1634.0,1599.0,Japan,Japan,1550
3034,Q67538217,Atsuko Saisho,7,1860.0,1825.0,Japan,Japan,1800
3035,Q11457596,Jitsukawa Gakujūrō II,1,1848.0,1813.0,Japan,Japan,1800
3036,Q18818509,Hokiyama Kageo,5,1864.0,1829.0,Japan,Japan,1800
3037,Q11434757,Ōoka Unpō,8,1800.0,1765.0,Japan,Japan,1750
3038,Q3607355,Akitake Tsukamoto,7,1868.0,1833.0,Japan,Japan,1800
3039,Q541057,Muneyoshi-shinnō,11,1346.0,1311.0,Japan,Japan,1300
3040,Q1078015,Kanō Motonobu,38,1511.0,1476.0,Japan,Japan,1450
3041,Q865960,Yokoi Shōnan,26,1844.0,1809.0,Japan,Japan,1800
3042,Q6533120,Sakatani Rōro,8,1857.0,1822.0,Japan,Japan,1800
3043,Q2213703,Sakurada Jisuke I.,14,1769.0,1734.0,Japan,Japan,1700
3044,Q386457,Ōtsuki Fumihiko,19,1882.0,1847.0,Japan,Japan,1800
3045,Q11470962,Yamaji Yoshitsugu,4,1796.0,1761.0,Japan,Japan,1750
3046,Q11677231,Shikatsube no Magao,10,1788.0,1753.0,Japan,Japan,1750
3047,Q3469315,Saitō Chikudō,9,1850.0,1815.0,Japan,Japan,1800
3048,Q11531144,Matsumoto Fūko,16,1875.0,1840.0,Japan,Japan,1800
3049,Q11545174,Utagawa Yoshikazu,25,1870.0,1850.0,Japan,Japan,1850
3050,Q6532196,Yamaji Yukiyoshi,2,1764.0,1729.0,Japan,Japan,1700
3051,Q1319454,Ishida Baigan,23,1720.0,1685.0,Japan,Japan,1650
3052,Q3128812,Hayashi Gakusai,6,1868.0,1833.0,Japan,Japan,1800
3053,Q111677471,Hayashi Dokkōsai,2,1659.0,1624.0,Japan,Japan,1600
3054,Q316658,Go-Toba,22,1215.0,1180.0,Japan,Japan,1150
3055,Q3022381,Mitsukuri Rinshō,12,1881.0,1846.0,Japan,Japan,1800
3056,Q6536184,Kurokawa Harumura,8,1834.0,1799.0,Japan,Japan,1750
3057,Q3074677,Shunkōsai Hokushū,10,1785.0,1750.0,Japan,Japan,1750
3058,Q11500265,Kenseki Saito,2,1833.0,1798.0,Japan,Japan,1750
3059,Q11656598,Seki Sanjūrō III,3,1840.0,1805.0,Japan,Japan,1800
3060,Q931356,Konishi Hirosada,19,1845.0,1810.0,Japan,Japan,1800
3061,Q3482114,Shima Ryū,11,1858.0,1823.0,Japan,Japan,1800
3062,Q372772,Yoshida Kenkō,53,1318.0,1283.0,Japan,Japan,1250
3063,Q11536733,Katsura Bunji VI,1,1878.0,1843.0,Japan,Japan,1800
3064,Q3464638,Saionji Saneuji,5,1229.0,1194.0,Japan,Japan,1150
3065,Q534279,Ogata Kenzan,41,1698.0,1663.0,Japan,Japan,1650
3066,Q6563258,Dazai Shundai,17,1715.0,1680.0,Japan,Japan,1650
3067,Q3571447,Yamamoto Baiitsu,31,1818.0,1783.0,Japan,Japan,1750
3068,Q30337359,Nanritei Kiraku,4,1817.0,1782.0,Japan,Japan,1750
3069,Q18818479,Hironobu Tōrinsai,1,1879.0,1844.0,Japan,Japan,1800
3070,Q11410870,Kokontei Shinshō I,1,1844.0,1809.0,Japan,Japan,1800
3071,Q542980,Ton'a,14,1324.0,1289.0,Japan,Japan,1250
3072,Q1686002,Toda Mosui,9,1664.0,1629.0,Japan,Japan,1600
3073,Q6561110,Itō Ryōson,1,1831.0,1796.0,Japan,Japan,1750
3074,Q11570394,Maki Bokusen,13,1810.0,1775.0,Japan,Japan,1750
3075,Q11477446,Iwaya Ichiroku,10,1869.0,1834.0,Japan,Japan,1800
3076,Q11648946,Suzuki Shōnen,24,1883.0,1848.0,Japan,Japan,1800
3077,Q17362618,Kumasaka Chōan,2,1879.0,1844.0,Japan,Japan,1800
3078,Q6537728,Mozume Takami,12,1882.0,1847.0,Japan,Japan,1800
3079,Q6531390,Shizuki Tadao,15,1795.0,1760.0,Japan,Japan,1750
3080,Q6960248,Nakamura Utaemon IV,5,1833.0,1798.0,Japan,Japan,1750
3081,Q3197549,Kita Genki,11,1699.0,1664.0,Japan,Japan,1650
3082,Q11487365,Hirose Kinzō,3,1847.0,1812.0,Japan,Japan,1800
3083,Q17224709,Yamamoto Ryūdō,1,1880.0,1845.0,Japan,Japan,1800
3084,Q6563664,Nakajima Sōin,9,1814.0,1779.0,Japan,Japan,1750
3085,Q2846168,Ando Shoeki,20,1738.0,1703.0,Japan,Japan,1700
3086,Q467613,Ikkyū,41,1429.0,1394.0,Japan,Japan,1350
3087,Q3197564,Kitao Masayoshi,36,1799.0,1764.0,Japan,Japan,1750
3088,Q11425437,Bandō Hikosaburō I,2,1728.0,1693.0,Japan,Japan,1650
3089,Q3156405,Iwasa Matabei,34,1613.0,1578.0,Japan,Japan,1550
3090,Q11357447,San'yūtei Ponta,2,1866.0,1831.0,Japan,Japan,1800
3091,Q11545200,Utagawa Yoshitorijo,3,1874.0,1839.0,Japan,Japan,1800
3092,Q24874822,Tamakaji Zōkoku,2,1841.0,1806.0,Japan,Japan,1800
3093,Q461024,Sugawara no Takasue no musume,24,1043.0,1008.0,Japan,Japan,1000
3094,Q6100696,Iwasaki Tsunemasa,14,1821.0,1786.0,Japan,Japan,1750
3095,Q18012272,Mori Kinseki,8,1878.0,1843.0,Japan,Japan,1800
3096,Q934255,Fujiwara no Toshinari,27,1149.0,1114.0,Japan,Japan,1100
3097,Q56886184,Noguchi Enkatsu,3,1861.0,1826.0,Japan,Japan,1800
3098,Q109237478,Nakamura Fukusuke II,1,1867.0,1839.0,Japan,Japan,1800
3099,Q11585613,Ishizaki Yūshi,16,1803.0,1768.0,Japan,Japan,1750
3100,Q77402368,Utagawa Hirosada,5,1854.0,1819.0,Japan,Japan,1800
3101,Q536561,Karai Senryū,15,1753.0,1718.0,Japan,Japan,1700
