,individual_wikidata_id,birthyear,classification,region_name
653,Q140412,1572,Middle Class,United Kingdom
654,Q7679452,1810,,United Kingdom
655,Q23831610,1800,,United Kingdom
656,Q5723333,1795,Elite,United Kingdom
657,Q29436181,1610,,United Kingdom
658,Q322405,1842,,United Kingdom
659,Q5178863,1824,Elite,United Kingdom
660,Q6969728,1684,Middle Class,United Kingdom
661,Q18674318,1803,,United Kingdom
662,Q24529710,1834,,United Kingdom
663,Q6141855,1816,Middle Class,United Kingdom
664,Q1961974,1772,Elite,United Kingdom
665,Q18672906,1748,Middle Class,United Kingdom
666,Q956310,1652,Middle Class,United Kingdom
667,Q5363777,1741,,United Kingdom
668,Q1239589,1588,Middle Class,United Kingdom
669,Q18783669,1831,,United Kingdom
670,Q3044567,1739,Middle Class,United Kingdom
671,Q1375830,1839,Middle Class,United Kingdom
672,Q2131359,1673,Middle Class,United Kingdom
673,Q8007782,1786,,United Kingdom
674,Q1700466,1612,,United Kingdom
675,Q7794639,1782,Middle Class,United Kingdom
676,Q21460142,1821,,United Kingdom
677,Q20804751,1796,Middle Class,United Kingdom
678,Q16859364,1761,,United Kingdom
679,Q6796147,1815,,United Kingdom
680,Q3496914,1838,Middle Class,United Kingdom
681,Q18531024,1825,,United Kingdom
682,Q2424118,1779,Middle Class,United Kingdom
683,Q86311563,1832,,United Kingdom
684,Q21461431,1739,,United Kingdom
685,Q62091297,1825,,United Kingdom
686,Q5716061,1832,Middle Class,United Kingdom
687,Q16857916,1734,,United Kingdom
688,Q20732302,1830,,United Kingdom
689,Q4669154,1751,Middle Class,United Kingdom
690,Q1700729,1778,Middle Class,United Kingdom
691,Q59248251,1803,,United Kingdom
692,Q2312486,1828,,United Kingdom
693,Q1700779,1806,Middle Class,United Kingdom
694,Q17309097,1799,Middle Class,United Kingdom
695,Q19974269,1769,Middle Class,United Kingdom
696,Q5082050,1702,Elite,United Kingdom
697,Q37884848,1835,,United Kingdom
698,Q426730,1633,,United Kingdom
699,Q7347875,1835,Middle Class,United Kingdom
700,Q5272311,1780,Subsistence,United Kingdom
701,Q210740,1824,Middle Class,United Kingdom
702,Q7411087,1693,,United Kingdom
703,Q18756625,1807,,United Kingdom
704,Q7343108,1810,Middle Class,United Kingdom
705,Q23661841,1810,,United Kingdom
706,Q56226041,1817,,United Kingdom
707,Q1748131,1604,Middle Class,United Kingdom
708,Q327944,1791,,United Kingdom
709,Q18528491,1800,,United Kingdom
710,Q18163225,1818,Middle Class,United Kingdom
711,Q98915801,1799,,United Kingdom
712,Q18529305,1788,,United Kingdom
713,Q6242024,1818,,United Kingdom
714,Q4424123,1849,Middle Class,United Kingdom
715,Q18546171,1827,,United Kingdom
716,Q5480141,1773,Middle Class,United Kingdom
717,Q19284465,1828,,United Kingdom
718,Q2713252,1636,Middle Class,United Kingdom
719,Q55809451,1824,Middle Class,United Kingdom
720,Q15434105,1788,,United Kingdom
721,Q18810988,1760,,United Kingdom
722,Q56179702,1819,,United Kingdom
723,Q18528807,1550,Elite,United Kingdom
724,Q1441411,1823,Middle Class,United Kingdom
725,Q18674225,1623,,United Kingdom
726,Q8006799,1813,,United Kingdom
727,Q110807324,1815,,United Kingdom
728,Q6249475,1826,,United Kingdom
729,Q12278090,1757,Middle Class,United Kingdom
730,Q934747,1710,,United Kingdom
731,Q5667424,1804,,United Kingdom
732,Q6139106,1836,Middle Class,United Kingdom
733,Q21464249,1850,Elite,United Kingdom
734,Q18531520,1802,,United Kingdom
735,Q3133240,1803,Elite,United Kingdom
736,Q5544500,1770,,United Kingdom
737,Q56179414,1770,,United Kingdom
738,Q30106163,1848,,United Kingdom
739,Q152260,1844,Elite,United Kingdom
740,Q6260520,1822,Middle Class,United Kingdom
741,Q18608479,1768,,United Kingdom
742,Q27990238,1831,,United Kingdom
743,Q21069887,1834,,United Kingdom
744,Q21458597,1842,Middle Class,United Kingdom
745,Q37818823,1788,Middle Class,United Kingdom
746,Q6245744,1844,,United Kingdom
747,Q20030149,1829,Elite,United Kingdom
748,Q18528259,1772,Middle Class,United Kingdom
749,Q106635539,1843,,United Kingdom
750,Q7528149,1618,Elite,United Kingdom
751,Q1700218,1812,,United Kingdom
752,Q16943884,1848,Middle Class,United Kingdom
753,Q18526981,1716,Elite,United Kingdom
754,Q17627030,1829,Middle Class,United Kingdom
755,Q16059775,1826,,United Kingdom
756,Q18529198,1754,,United Kingdom
757,Q104814126,1840,,United Kingdom
758,Q18531436,1605,,United Kingdom
759,Q15452389,1794,,United Kingdom
760,Q2422110,1765,Middle Class,United Kingdom
761,Q21153713,1819,Middle Class,United Kingdom
762,Q5362192,1803,,United Kingdom
763,Q6129328,1814,Elite,United Kingdom
764,Q5362130,1803,Middle Class,United Kingdom
765,Q6258310,1770,,United Kingdom
766,Q4768883,1659,Elite,United Kingdom
767,Q28057537,1845,,United Kingdom
768,Q63342882,1750,,United Kingdom
769,Q20732811,1793,,United Kingdom
770,Q18527156,1767,Middle Class,United Kingdom
771,Q4647986,1801,,United Kingdom
772,Q21453879,1848,,United Kingdom
773,Q27888194,1740,,United Kingdom
774,Q18528730,1813,,United Kingdom
775,Q33082871,1828,,United Kingdom
776,Q431176,1753,Elite,United Kingdom
777,Q106563923,1782,,United Kingdom
778,Q1335446,1835,,United Kingdom
779,Q6725854,1776,Middle Class,United Kingdom
780,Q8004536,1771,Middle Class,United Kingdom
781,Q4742264,1768,Middle Class,United Kingdom
782,Q20732842,1789,,United Kingdom
783,Q6265050,1763,Elite,United Kingdom
784,Q704696,1847,Middle Class,United Kingdom
785,Q18325718,1769,,United Kingdom
786,Q15428868,1690,Middle Class,United Kingdom
787,Q1335286,1842,Middle Class,United Kingdom
788,Q2416241,1750,Middle Class,United Kingdom
789,Q5401327,1717,,United Kingdom
790,Q719525,1794,Middle Class,United Kingdom
791,Q18759380,1799,,United Kingdom
792,Q78781157,1742,,United Kingdom
793,Q266637,1725,Middle Class,United Kingdom
794,Q2157591,1841,Elite,United Kingdom
795,Q8019332,1794,Middle Class,United Kingdom
796,Q4491812,1798,Middle Class,United Kingdom
797,Q19792270,1718,Elite,United Kingdom
798,Q1354660,1790,Middle Class,United Kingdom
799,Q553908,1576,Middle Class,United Kingdom
800,Q61129999,1818,,United Kingdom
801,Q4718938,1786,Elite,United Kingdom
802,Q6284436,1837,,United Kingdom
803,Q25636618,1814,,United Kingdom
804,Q20979636,1832,Middle Class,United Kingdom
805,Q3101720,1842,Subsistence,United Kingdom
806,Q5344546,1801,Middle Class,United Kingdom
807,Q18810577,1756,Elite,United Kingdom
808,Q28363706,1735,Middle Class,United Kingdom
809,Q8016611,1745,Middle Class,United Kingdom
810,Q6221604,1755,,United Kingdom
811,Q21062114,1794,,United Kingdom
812,Q5434007,1831,Middle Class,United Kingdom
813,Q4284198,1845,,United Kingdom
814,Q5587952,1680,Middle Class,United Kingdom
815,Q207355,1563,Middle Class,United Kingdom
816,Q6222048,1783,,United Kingdom
817,Q18732299,1642,,United Kingdom
818,Q18922066,1755,,United Kingdom
819,Q2410484,1793,Middle Class,United Kingdom
820,Q5234415,1792,Middle Class,United Kingdom
821,Q18761923,1733,,United Kingdom
822,Q105104095,1798,,United Kingdom
823,Q47153184,1731,,United Kingdom
824,Q20116880,1768,,United Kingdom
825,Q18528469,1633,,United Kingdom
826,Q16859103,1778,Middle Class,United Kingdom
827,Q64685569,1843,Middle Class,United Kingdom
828,Q25713935,1797,,United Kingdom
829,Q18731462,1806,,United Kingdom
830,Q99463162,1798,,United Kingdom
831,Q6218634,1846,,United Kingdom
832,Q1998583,1538,Middle Class,United Kingdom
833,Q5482796,1791,,United Kingdom
834,Q21455512,1836,,United Kingdom
835,Q3434814,1748,Middle Class,United Kingdom
836,Q4819163,1848,,United Kingdom
837,Q17309109,1815,Middle Class,United Kingdom
838,Q5779293,1849,Elite,United Kingdom
839,Q18169281,1785,Subsistence,United Kingdom
840,Q5341695,1808,Elite,United Kingdom
841,Q5163542,1606,Middle Class,United Kingdom
842,Q5086063,1836,Middle Class,United Kingdom
843,Q87841935,1838,,United Kingdom
844,Q18674220,1811,Middle Class,United Kingdom
845,Q18672865,1622,,United Kingdom
846,Q8013760,1805,Middle Class,United Kingdom
847,Q369668,1849,Middle Class,United Kingdom
848,Q1824890,1820,Middle Class,United Kingdom
849,Q334364,1740,Middle Class,United Kingdom
850,Q21454781,1849,Middle Class,United Kingdom
851,Q6264978,1820,,United Kingdom
852,Q18819434,1810,,United Kingdom
853,Q47434,1656,Middle Class,United Kingdom
854,Q97503345,1844,,United Kingdom
855,Q1216378,1843,Middle Class,United Kingdom
856,Q6282214,1847,Middle Class,United Kingdom
857,Q18730973,1762,,United Kingdom
858,Q1333425,1848,Elite,United Kingdom
859,Q21462313,1830,,United Kingdom
860,Q21466717,1751,Middle Class,United Kingdom
861,Q21459369,1815,Middle Class,United Kingdom
862,Q7328034,1820,Elite,United Kingdom
863,Q105812565,1814,,United Kingdom
864,Q4879327,1505,,United Kingdom
865,Q4719724,1775,Middle Class,United Kingdom
866,Q581552,1780,Middle Class,United Kingdom
867,Q1391199,1819,Middle Class,United Kingdom
868,Q97466161,1849,,United Kingdom
869,Q359143,1564,Elite,United Kingdom
870,Q19040832,1811,,United Kingdom
871,Q21462785,1844,Middle Class,United Kingdom
872,Q24035165,1818,Elite,United Kingdom
873,Q20804482,1839,,United Kingdom
874,Q15627255,1847,Middle Class,United Kingdom
875,Q105824566,1816,Middle Class,United Kingdom
876,Q52305818,1800,,United Kingdom
877,Q21610098,1746,,United Kingdom
878,Q5339676,1835,Middle Class,United Kingdom
879,Q18572183,1818,Middle Class,United Kingdom
880,Q455265,1706,Middle Class,United Kingdom
881,Q3934784,1797,Middle Class,United Kingdom
882,Q8012304,1749,Middle Class,United Kingdom
883,Q6152955,1682,Middle Class,United Kingdom
884,Q96288870,1843,,United Kingdom
885,Q18917446,1636,Middle Class,United Kingdom
886,Q18819419,1768,Middle Class,United Kingdom
887,Q7074568,1600,Middle Class,United Kingdom
888,Q53753397,1820,,United Kingdom
889,Q18531039,1703,,United Kingdom
890,Q21288414,1831,,United Kingdom
891,Q18912434,1834,Middle Class,United Kingdom
892,Q24706023,1733,,United Kingdom
893,Q42849658,1760,Middle Class,United Kingdom
894,Q6231368,1747,,United Kingdom
895,Q336899,1709,Elite,United Kingdom
896,Q21460914,1831,Middle Class,United Kingdom
897,Q18673978,1615,,United Kingdom
898,Q18577026,1697,Middle Class,United Kingdom
899,Q442818,1847,Middle Class,United Kingdom
900,Q7345324,1827,Middle Class,United Kingdom
901,Q7787198,1801,Middle Class,United Kingdom
902,Q18672340,1742,Elite,United Kingdom
903,Q21288427,1828,Middle Class,United Kingdom
904,Q46457599,1837,Middle Class,United Kingdom
905,Q106705242,1840,,United Kingdom
906,Q4709820,1842,Middle Class,United Kingdom
907,Q15994839,1743,,United Kingdom
908,Q7324346,1538,Middle Class,United Kingdom
909,Q7788437,1775,,United Kingdom
910,Q18756615,1820,Middle Class,United Kingdom
911,Q54280260,1815,Middle Class,United Kingdom
912,Q5549757,1812,Middle Class,United Kingdom
913,Q18217452,1840,Middle Class,United Kingdom
914,Q4861330,1680,,United Kingdom
915,Q7155080,1842,,United Kingdom
916,Q7648659,1725,Middle Class,United Kingdom
917,Q23831758,1778,,United Kingdom
918,Q3173064,1812,Middle Class,United Kingdom
919,Q7965758,1844,,United Kingdom
920,Q21166338,1843,,United Kingdom
921,Q7349562,1587,Middle Class,United Kingdom
922,Q64685849,1808,,United Kingdom
923,Q43131396,1814,,United Kingdom
924,Q20054873,1821,,United Kingdom
925,Q234163,1650,Subsistence,United Kingdom
926,Q948618,1834,Elite,United Kingdom
927,Q7329421,1846,Elite,United Kingdom
928,Q6238921,1821,Middle Class,United Kingdom
929,Q1274019,1654,,United Kingdom
930,Q7326425,1842,,United Kingdom
931,Q328123,1569,Elite,United Kingdom
932,Q3068728,1768,,United Kingdom
933,Q6231677,1606,,United Kingdom
934,Q15994856,1821,Middle Class,United Kingdom
935,Q1607339,1835,Middle Class,United Kingdom
936,Q18954104,1830,,United Kingdom
937,Q323228,1845,Middle Class,United Kingdom
938,Q11975113,1796,Middle Class,United Kingdom
939,Q5480030,1807,Middle Class,United Kingdom
940,Q18757231,1513,,United Kingdom
941,Q471703,1729,Elite,United Kingdom
942,Q18531277,1770,,United Kingdom
943,Q7789930,1789,,United Kingdom
944,Q18671210,1705,,United Kingdom
945,Q28361723,1769,,United Kingdom
946,Q5719397,1808,Middle Class,United Kingdom
947,Q5544633,1713,,United Kingdom
948,Q6779595,1845,Elite,United Kingdom
949,Q18784059,1734,,United Kingdom
950,Q1359257,1597,Middle Class,United Kingdom
951,Q55912552,1826,,United Kingdom
952,Q99662825,1784,,United Kingdom
953,Q6761178,1787,,United Kingdom
954,Q18674170,1577,Elite,United Kingdom
955,Q5372392,1795,,United Kingdom
956,Q18534963,1840,Middle Class,United Kingdom
957,Q37730622,1849,Middle Class,United Kingdom
958,Q6221230,1837,Middle Class,United Kingdom
959,Q17423650,1772,Middle Class,United Kingdom
960,Q4755519,1740,,United Kingdom
961,Q6245346,1801,Middle Class,United Kingdom
962,Q647094,1837,Middle Class,United Kingdom
963,Q1988666,1725,Middle Class,United Kingdom
964,Q337475,1834,Middle Class,United Kingdom
965,Q15627210,1844,Middle Class,United Kingdom
966,Q1707243,1692,Middle Class,United Kingdom
967,Q4773460,1721,,United Kingdom
968,Q547042,1540,Middle Class,United Kingdom
969,Q6145446,1749,Middle Class,United Kingdom
970,Q5341952,1827,Middle Class,United Kingdom
971,Q67963,1844,Middle Class,United Kingdom
972,Q20734270,1813,,United Kingdom
973,Q52154369,1761,,United Kingdom
974,Q16859083,1754,,United Kingdom
975,Q311110,1649,Middle Class,United Kingdom
976,Q21557865,1793,Middle Class,United Kingdom
977,Q5344043,1641,,United Kingdom
978,Q18600461,1826,,United Kingdom
979,Q6134408,1730,,United Kingdom
980,Q52832655,1828,,United Kingdom
981,Q1700884,1811,Elite,United Kingdom
982,Q731321,1803,Middle Class,United Kingdom
983,Q21121436,1614,,United Kingdom
984,Q104286571,1825,,United Kingdom
985,Q19680794,1700,Middle Class,United Kingdom
986,Q4757551,1815,Middle Class,United Kingdom
987,Q64685659,1778,,United Kingdom
988,Q52604192,1822,,United Kingdom
989,Q88555822,1841,,United Kingdom
990,Q6222642,1756,,United Kingdom
991,Q5077278,1822,Middle Class,United Kingdom
992,Q18759298,1811,,United Kingdom
993,Q61031,1687,Middle Class,United Kingdom
994,Q52291586,1850,,United Kingdom
995,Q3431220,1577,Middle Class,United Kingdom
996,Q16944029,1828,Middle Class,United Kingdom
997,Q27253919,1829,,United Kingdom
998,Q13426391,1755,,United Kingdom
999,Q3525396,1747,Elite,United Kingdom
1000,Q5369940,574,Elite,China
1001,Q15914766,1675,,China
1002,Q45594089,1589,,China
1003,Q25712558,1732,,China
1004,Q5291163,1665,,China
1005,Q551391,1273,Middle Class,China
1006,Q45565870,1616,,China
1007,Q4515516,1263,Middle Class,China
1008,Q45505692,1766,,China
1009,Q47842,1835,Middle Class,China
1010,Q16059870,1835,Elite,China
1011,Q1403458,1702,Middle Class,China
1012,Q565148,1148,Middle Class,China
1013,Q8045156,1285,Elite,China
1014,Q45687150,1736,,China
1015,Q15896410,1518,Elite,China
1016,Q152919,-279,Middle Class,China
1017,Q45666889,1690,,China
1018,Q459865,226,Elite,China
1019,Q10061,1563,Elite,China
1020,Q45502707,1644,,China
1021,Q79445941,1848,Middle Class,China
1022,Q736629,187,Elite,China
1023,Q4260681,1659,,China
1024,Q7489,1107,Elite,China
1025,Q1131641,1655,Elite,China
1026,Q2165671,864,,China
1027,Q2889058,1294,Middle Class,China
1028,Q855326,-500,Middle Class,China
1029,Q61348225,1796,,China
1030,Q45545382,1644,,China
1031,Q3083484,1174,,China
1032,Q3376669,1597,Elite,China
1033,Q16186107,1740,,China
1034,Q10918644,1631,Middle Class,China
1035,Q11496194,1805,Middle Class,China
1036,Q15942627,1644,Middle Class,China
1037,Q2665475,855,Elite,China
1038,Q16922079,1620,,China
1039,Q11071040,1810,,China
1040,Q16075519,722,,China
1041,Q15936769,1678,,China
1042,Q16904447,1768,,China
1043,Q47739,-368,,China
1044,Q105996004,1834,,China
1045,Q3508627,1678,,China
1046,Q318406,1640,Middle Class,China
1047,Q45448263,1596,,China
1048,Q7982258,1574,Elite,China
1049,Q10887841,1821,Middle Class,China
1050,Q4404896,1308,,China
1051,Q2898739,1090,Elite,China
1052,Q981193,581,Middle Class,China
1053,Q30949294,1496,,China
1054,Q45436632,1796,,China
1055,Q20903232,1766,,China
1056,Q45471967,1649,,China
1057,Q45690567,1816,,China
1058,Q698781,1624,Middle Class,China
1059,Q45442443,1821,,China
1060,Q16904615,1626,Elite,China
1061,Q5369182,1835,Elite,China
1062,Q5370024,650,Elite,China
1063,Q8249433,1623,Middle Class,China
1064,Q561952,742,Middle Class,China
1065,Q16204032,1727,,China
1066,Q45503354,1797,,China
1067,Q2716779,1305,Middle Class,China
1068,Q1275708,912,Elite,China
1069,Q986624,1350,,China
1070,Q3566095,1632,,China
1071,Q28148331,1778,Middle Class,China
1072,Q10919641,1719,,China
1073,Q10901530,1775,Middle Class,China
1074,Q45694755,1780,,China
1075,Q10899517,1762,,China
1076,Q11070382,1628,,China
1077,Q45687983,1810,,China
1078,Q25251,1683,Elite,China
1079,Q198097,1626,Elite,China
1080,Q7482540,1848,,China
1081,Q1352492,1814,Middle Class,China
1082,Q11137021,1692,Middle Class,China
1083,Q14942746,1562,Elite,China
1084,Q45694457,1743,,China
1085,Q310898,1610,Middle Class,China
1086,Q11067741,1764,,China
1087,Q45449668,1766,,China
1088,Q45439486,1635,,China
1089,Q11107241,1340,,China
1090,Q559731,58,,China
1091,Q45523633,1644,,China
1092,Q110175709,1567,,China
1093,Q45703668,1801,,China
1094,Q45698484,1766,Elite,China
1095,Q727912,1846,,China
1096,Q45581881,1621,,China
1097,Q45476999,1821,,China
1098,Q5529433,1789,Middle Class,China
1099,Q3095226,1621,,China
1100,Q32606701,1850,,China
1101,Q45518939,1652,,China
1102,Q45684449,1796,,China
1103,Q18744358,1619,,China
1104,Q285429,967,Elite,China
1105,Q10864865,1712,,China
1106,Q698177,1527,Middle Class,China
1107,Q9738,624,Elite,China
1108,Q45498997,1750,,China
1109,Q7494247,1615,,China
1110,Q5091253,1605,,China
1111,Q197338,1020,Elite,China
1112,Q10460470,1797,,China
1113,Q11042161,1828,Middle Class,China
1114,Q15931837,1603,,China
1115,Q3570974,1370,Middle Class,China
1116,Q721420,1230,Middle Class,China
1117,Q313605,699,Elite,China
1118,Q12237531,1641,,China
1119,Q6464972,247,Elite,China
1120,Q21003773,1298,,China
1121,Q704344,698,Elite,China
1122,Q470718,1832,Middle Class,China
1123,Q2962599,1350,,China
1124,Q335293,344,Elite,China
1125,Q11096559,1830,,China
1126,Q28044052,1823,,China
1127,Q614351,1774,Middle Class,China
1128,Q697720,1686,,China
1129,Q16077119,150,Elite,China
1130,Q24836738,1644,,China
1131,Q45592961,1834,,China
1132,Q890745,1355,Middle Class,China
1133,Q15927765,1007,Middle Class,China
1134,Q45450547,1620,,China
1135,Q45699473,1757,,China
1136,Q45465030,1812,,China
1137,Q45709289,1752,,China
1138,Q877224,950,,China
1139,Q3570960,1597,Middle Class,China
1140,Q11070870,1479,Elite,China
1141,Q45688811,1662,,China
1142,Q10489765,993,Elite,China
1143,Q45471146,1694,,China
1144,Q5977660,600,Elite,China
1145,Q19825308,1786,,China
1146,Q7682000,1728,,China
1147,Q11126367,1482,,China
1148,Q9701,598,Elite,China
1149,Q11136570,1764,,China
1150,Q7225,-155,Elite,China
1151,Q4271308,1249,,China
1152,Q45690126,1662,,China
1153,Q45642659,1781,,China
1154,Q627442,385,Elite,China
1155,Q45691188,1759,Middle Class,China
1156,Q11097372,1115,Elite,China
1157,Q45639290,1632,,China
1158,Q15909327,1765,Elite,China
1159,Q1070259,199,Middle Class,China
1160,Q22101431,1490,,China
1161,Q110176413,1803,,China
1162,Q319329,27,Middle Class,China
1163,Q716222,1632,Middle Class,China
1164,Q6146198,1582,Middle Class,China
1165,Q704525,-178,Elite,China
1166,Q716389,1049,Elite,China
1167,Q15956072,1477,Middle Class,China
