,region_name,classification,decade
2725,United Kingdom,Middle Class,1790
2726,United Kingdom,Middle Class,1850
2727,United Kingdom,Middle Class,1830
2728,United Kingdom,Middle Class,1860
2729,United Kingdom,Elite,1760
2730,United Kingdom,Elite,1760
2731,United Kingdom,Middle Class,1850
2732,United Kingdom,Middle Class,1850
2733,United Kingdom,Middle Class,1700
2734,United Kingdom,Middle Class,1660
2735,United Kingdom,Middle Class,1790
2736,United Kingdom,Middle Class,1850
2737,United Kingdom,Middle Class,1800
2738,United Kingdom,Middle Class,1790
2739,United Kingdom,Middle Class,1680
2740,United Kingdom,Middle Class,1820
2741,United Kingdom,Middle Class,1650
2742,United Kingdom,Middle Class,1610
2743,United Kingdom,Middle Class,1580
2744,United Kingdom,Middle Class,1620
2745,United Kingdom,Elite,1710
2746,United Kingdom,Middle Class,1800
2747,United Kingdom,Middle Class,1730
2748,United Kingdom,Middle Class,1820
2749,United Kingdom,Middle Class,1610
2750,United Kingdom,Elite,1870
2751,United Kingdom,Middle Class,1870
2752,United Kingdom,Middle Class,1770
2753,United Kingdom,Middle Class,1760
2754,United Kingdom,Middle Class,1780
2755,United Kingdom,Middle Class,1870
2756,United Kingdom,Elite,1800
2757,United Kingdom,Middle Class,1750
2758,United Kingdom,Middle Class,1790
2759,United Kingdom,Middle Class,1880
2760,United Kingdom,Middle Class,1680
2761,United Kingdom,Middle Class,1850
2762,United Kingdom,Middle Class,1800
2763,United Kingdom,Elite,1780
2764,United Kingdom,Middle Class,1820
2765,United Kingdom,Middle Class,1770
2766,United Kingdom,Middle Class,1800
2767,United Kingdom,Middle Class,1840
2768,United Kingdom,Middle Class,1670
2769,United Kingdom,Middle Class,1640
2770,United Kingdom,Elite,1620
2771,United Kingdom,Middle Class,1810
2772,United Kingdom,Middle Class,1750
2773,United Kingdom,Elite,1540
2774,United Kingdom,Middle Class,1730
2775,United Kingdom,Middle Class,1810
2776,United Kingdom,Middle Class,1600
2777,United Kingdom,Middle Class,1800
2778,United Kingdom,Elite,1870
2779,United Kingdom,Middle Class,1750
2780,United Kingdom,Elite,1770
2781,United Kingdom,Middle Class,1840
2782,United Kingdom,Middle Class,1770
2783,United Kingdom,Middle Class,1830
2784,United Kingdom,Middle Class,1750
2785,United Kingdom,Middle Class,1780
2786,United Kingdom,Middle Class,1810
2787,United Kingdom,Middle Class,1740
2788,United Kingdom,Middle Class,1660
2789,United Kingdom,Middle Class,1820
2790,United Kingdom,Middle Class,1720
2791,United Kingdom,Elite,1630
2792,United Kingdom,Middle Class,1580
2793,United Kingdom,Middle Class,1870
2794,United Kingdom,Subsistence,1840
2795,United Kingdom,Middle Class,1850
2796,United Kingdom,Elite,1840
2797,United Kingdom,Middle Class,1790
2798,United Kingdom,Middle Class,1690
2799,United Kingdom,Middle Class,1550
2800,United Kingdom,Middle Class,1760
2801,United Kingdom,Middle Class,1800
2802,United Kingdom,Middle Class,1860
2803,United Kingdom,Middle Class,1880
2804,United Kingdom,Middle Class,1860
2805,United Kingdom,Middle Class,1820
2806,United Kingdom,Middle Class,1880
2807,United Kingdom,Elite,1840
2808,United Kingdom,Middle Class,1750
2809,United Kingdom,Middle Class,1800
2810,United Kingdom,Middle Class,1720
2811,United Kingdom,Middle Class,1860
2812,United Kingdom,Middle Class,1700
2813,United Kingdom,Middle Class,1870
2814,United Kingdom,Middle Class,1860
2815,United Kingdom,Middle Class,1880
2816,United Kingdom,Middle Class,1830
2817,United Kingdom,Middle Class,1790
2818,United Kingdom,Middle Class,1820
2819,United Kingdom,Middle Class,1860
2820,United Kingdom,Middle Class,1630
2821,United Kingdom,Elite,1880
2822,United Kingdom,Middle Class,1860
2823,United Kingdom,Middle Class,1870
2824,United Kingdom,Middle Class,1610
2825,United Kingdom,Middle Class,1830
2826,United Kingdom,Middle Class,1790
2827,United Kingdom,Middle Class,1700
2828,United Kingdom,Middle Class,1650
2829,United Kingdom,Middle Class,1860
2830,United Kingdom,Middle Class,1820
2831,United Kingdom,Middle Class,1850
2832,United Kingdom,Middle Class,1850
2833,United Kingdom,Middle Class,1840
2834,United Kingdom,Middle Class,1840
2835,United Kingdom,Middle Class,1750
2836,United Kingdom,Subsistence,1820
2837,United Kingdom,Middle Class,1650
2838,United Kingdom,Middle Class,1780
2839,United Kingdom,Middle Class,1860
2840,United Kingdom,Elite,1620
2841,United Kingdom,Middle Class,1600
2842,United Kingdom,Middle Class,1760
2843,United Kingdom,Elite,1710
2844,United Kingdom,Middle Class,1830
2845,United Kingdom,Middle Class,1860
2846,United Kingdom,Elite,1820
2847,United Kingdom,Middle Class,1840
2848,United Kingdom,Middle Class,1710
2849,United Kingdom,Middle Class,1840
2850,United Kingdom,Middle Class,1880
2851,United Kingdom,Elite,1740
2852,United Kingdom,Middle Class,1700
2853,United Kingdom,Elite,1620
2854,United Kingdom,Elite,1560
2855,United Kingdom,Middle Class,1770
2856,United Kingdom,Middle Class,1800
2857,United Kingdom,Middle Class,1850
2858,United Kingdom,Middle Class,1870
2859,United Kingdom,Middle Class,1840
2860,United Kingdom,Elite,1870
2861,United Kingdom,Middle Class,1830
2862,United Kingdom,Elite,1860
2863,United Kingdom,Elite,1650
2864,United Kingdom,Middle Class,1780
2865,United Kingdom,Middle Class,1720
2866,United Kingdom,Elite,1770
2867,United Kingdom,Elite,1780
2868,United Kingdom,Middle Class,1600
2869,United Kingdom,Middle Class,1810
2870,United Kingdom,Middle Class,1830
2871,United Kingdom,Subsistence,1700
2872,United Kingdom,Elite,1870
2873,United Kingdom,Elite,1660
2874,United Kingdom,Middle Class,1850
2875,United Kingdom,Middle Class,1790
2876,United Kingdom,Middle Class,1870
2877,United Kingdom,Elite,1740
2878,United Kingdom,Middle Class,1590
2879,United Kingdom,Middle Class,1660
2880,United Kingdom,Middle Class,1870
2881,United Kingdom,Middle Class,1870
2882,United Kingdom,Elite,1790
2883,United Kingdom,Elite,1880
2884,United Kingdom,Middle Class,1630
2885,United Kingdom,Elite,1880
2886,United Kingdom,Elite,1830
2887,United Kingdom,Middle Class,1700
2888,United Kingdom,Middle Class,1770
2889,United Kingdom,Elite,1660
2890,United Kingdom,Middle Class,1590
2891,United Kingdom,Elite,1620
2892,United Kingdom,Subsistence,1800
2893,United Kingdom,Subsistence,1740
2894,United Kingdom,Elite,1660
2895,United Kingdom,Middle Class,1790
2896,United Kingdom,Middle Class,1620
2897,United Kingdom,Middle Class,1850
2898,United Kingdom,Middle Class,1840
2899,United Kingdom,Middle Class,1770
2900,United Kingdom,Middle Class,1800
2901,United Kingdom,Middle Class,1810
2902,United Kingdom,Middle Class,1870
2903,United Kingdom,Middle Class,1860
2904,United Kingdom,Middle Class,1860
2905,United Kingdom,Middle Class,1820
2906,United Kingdom,Elite,1760
2907,United Kingdom,Middle Class,1870
2908,United Kingdom,Elite,1850
2909,United Kingdom,Middle Class,1740
2910,United Kingdom,Middle Class,1880
2911,United Kingdom,Middle Class,1880
2912,United Kingdom,Middle Class,1800
2913,United Kingdom,Middle Class,1850
2914,United Kingdom,Middle Class,1770
2915,United Kingdom,Middle Class,1830
2916,United Kingdom,Elite,1800
2917,United Kingdom,Middle Class,1880
2918,United Kingdom,Middle Class,1870
2919,United Kingdom,Middle Class,1790
2920,United Kingdom,Elite,1830
2921,United Kingdom,Middle Class,1850
2922,United Kingdom,Middle Class,1820
2923,United Kingdom,Elite,1880
2924,United Kingdom,Elite,1690
2925,United Kingdom,Elite,1880
2926,United Kingdom,Elite,1880
2927,United Kingdom,Middle Class,1760
2928,United Kingdom,Elite,1660
2929,United Kingdom,Middle Class,1760
2930,United Kingdom,Middle Class,1650
2931,United Kingdom,Middle Class,1870
2932,United Kingdom,Middle Class,1780
2933,United Kingdom,Middle Class,1680
2934,United Kingdom,Middle Class,1780
2935,United Kingdom,Middle Class,1760
2936,United Kingdom,Middle Class,1850
2937,United Kingdom,Middle Class,1780
2938,United Kingdom,Middle Class,1810
2939,United Kingdom,Elite,1680
2940,United Kingdom,Middle Class,1820
2941,United Kingdom,Middle Class,1880
2942,United Kingdom,Middle Class,1830
2943,United Kingdom,Middle Class,1860
2944,United Kingdom,Elite,1800
2945,United Kingdom,Middle Class,1880
2946,United Kingdom,Middle Class,1880
2947,United Kingdom,Elite,1830
2948,United Kingdom,Middle Class,1810
2949,United Kingdom,Middle Class,1590
2950,United Kingdom,Middle Class,1720
2951,United Kingdom,Subsistence,1580
2952,United Kingdom,Middle Class,1610
2953,United Kingdom,Middle Class,1760
2954,United Kingdom,Middle Class,1660
2955,United Kingdom,Middle Class,1790
2956,United Kingdom,Elite,1810
2957,United Kingdom,Middle Class,1700
2958,United Kingdom,Middle Class,1700
2959,United Kingdom,Middle Class,1600
2960,United Kingdom,Middle Class,1860
2961,United Kingdom,Middle Class,1860
2962,United Kingdom,Middle Class,1870
2963,United Kingdom,Middle Class,1880
2964,United Kingdom,Middle Class,1830
2965,United Kingdom,Middle Class,1860
2966,United Kingdom,Elite,1770
2967,United Kingdom,Elite,1860
2968,United Kingdom,Middle Class,1770
2969,United Kingdom,Middle Class,1750
2970,United Kingdom,Middle Class,1700
2971,United Kingdom,Middle Class,1830
2972,United Kingdom,Elite,1550
2973,United Kingdom,Middle Class,1700
2974,United Kingdom,Middle Class,1810
2975,United Kingdom,Elite,1600
2976,United Kingdom,Elite,1880
2977,United Kingdom,Middle Class,1830
2978,United Kingdom,Middle Class,1860
2979,United Kingdom,Middle Class,1620
2980,United Kingdom,Middle Class,1800
2981,United Kingdom,Middle Class,1820
2982,United Kingdom,Elite,1870
2983,United Kingdom,Middle Class,1830
2984,United Kingdom,Middle Class,1880
2985,United Kingdom,Middle Class,1740
2986,United Kingdom,Middle Class,1700
2987,United Kingdom,Middle Class,1620
2988,United Kingdom,Middle Class,1830
2989,United Kingdom,Subsistence,1770
2990,United Kingdom,Middle Class,1870
2991,United Kingdom,Subsistence,1790
2992,United Kingdom,Middle Class,1710
2993,United Kingdom,Middle Class,1550
2994,United Kingdom,Middle Class,1650
2995,United Kingdom,Middle Class,1710
2996,United Kingdom,Middle Class,1650
2997,United Kingdom,Middle Class,1760
2998,United Kingdom,Middle Class,1870
2999,United Kingdom,Middle Class,1820
3000,United Kingdom,Subsistence,1850
3001,United Kingdom,Middle Class,1800
3002,United Kingdom,Middle Class,1850
3003,United Kingdom,Middle Class,1740
3004,United Kingdom,Middle Class,1780
3005,United Kingdom,Middle Class,1810
3006,United Kingdom,Middle Class,1810
3007,United Kingdom,Middle Class,1770
3008,United Kingdom,Middle Class,1860
3009,United Kingdom,Middle Class,1810
3010,United Kingdom,Middle Class,1780
3011,United Kingdom,Middle Class,1700
3012,United Kingdom,Middle Class,1800
3013,United Kingdom,Middle Class,1790
3014,United Kingdom,Middle Class,1780
3015,United Kingdom,Middle Class,1780
3016,United Kingdom,Middle Class,1850
3017,United Kingdom,Elite,1830
3018,United Kingdom,Middle Class,1630
3019,United Kingdom,Middle Class,1880
3020,United Kingdom,Middle Class,1850
3021,United Kingdom,Elite,1880
3022,United Kingdom,Middle Class,1840
3023,United Kingdom,Middle Class,1670
3024,United Kingdom,Middle Class,1870
3025,United Kingdom,Middle Class,1860
3026,United Kingdom,Middle Class,1840
3027,United Kingdom,Middle Class,1840
3028,United Kingdom,Middle Class,1590
3029,United Kingdom,Middle Class,1780
3030,United Kingdom,Elite,1660
3031,United Kingdom,Middle Class,1760
3032,United Kingdom,Middle Class,1840
3033,United Kingdom,Middle Class,1870
3034,United Kingdom,Middle Class,1590
3035,United Kingdom,Middle Class,1700
3036,United Kingdom,Middle Class,1590
3037,United Kingdom,Elite,1840
3038,United Kingdom,Elite,1760
3039,United Kingdom,Middle Class,1860
3040,United Kingdom,Middle Class,1870
3041,United Kingdom,Middle Class,1730
3042,United Kingdom,Middle Class,1870
3043,United Kingdom,Middle Class,1790
3044,United Kingdom,Middle Class,1880
3045,United Kingdom,Middle Class,1730
3046,United Kingdom,Elite,1780
3047,United Kingdom,Middle Class,1590
3048,United Kingdom,Elite,1590
3049,United Kingdom,Middle Class,1840
3050,United Kingdom,Middle Class,1710
3051,United Kingdom,Middle Class,1760
3052,United Kingdom,Middle Class,1880
3053,United Kingdom,Elite,1780
3054,United Kingdom,Middle Class,1600
3055,United Kingdom,Middle Class,1840
3056,United Kingdom,Elite,1680
3057,United Kingdom,Middle Class,1590
3058,United Kingdom,Elite,1660
3059,United Kingdom,Middle Class,1830
3060,United Kingdom,Middle Class,1880
3061,United Kingdom,Middle Class,1840
3062,United Kingdom,Middle Class,1880
3063,United Kingdom,Middle Class,1850
3064,United Kingdom,Middle Class,1720
3065,United Kingdom,Middle Class,1840
3066,United Kingdom,Middle Class,1640
3067,United Kingdom,Middle Class,1810
3068,United Kingdom,Middle Class,1850
3069,United Kingdom,Middle Class,1610
3070,United Kingdom,Middle Class,1640
3071,United Kingdom,Middle Class,1770
3072,United Kingdom,Middle Class,1720
3073,United Kingdom,Elite,1660
3074,United Kingdom,Middle Class,1810
3075,United Kingdom,Middle Class,1700
3076,United Kingdom,Middle Class,1660
3077,United Kingdom,Middle Class,1880
3078,United Kingdom,Elite,1610
3079,United Kingdom,Middle Class,1880
3080,United Kingdom,Middle Class,1850
3081,United Kingdom,Middle Class,1660
3082,United Kingdom,Middle Class,1760
3083,United Kingdom,Middle Class,1810
3084,United Kingdom,Middle Class,1800
3085,United Kingdom,Middle Class,1820
3086,United Kingdom,Middle Class,1600
3087,United Kingdom,Middle Class,1810
3088,United Kingdom,Middle Class,1830
3089,United Kingdom,Middle Class,1860
3090,United Kingdom,Middle Class,1790
3091,United Kingdom,Elite,1640
3092,United Kingdom,Middle Class,1880
3093,United Kingdom,Middle Class,1820
3094,United Kingdom,Middle Class,1740
3095,United Kingdom,Middle Class,1760
3096,United Kingdom,Middle Class,1780
3097,United Kingdom,Middle Class,1880
3098,United Kingdom,Middle Class,1740
3099,United Kingdom,Middle Class,1800
3100,United Kingdom,Middle Class,1750
3101,United Kingdom,Middle Class,1860
3102,United Kingdom,Middle Class,1870
3103,United Kingdom,Elite,1860
3104,United Kingdom,Middle Class,1830
3105,United Kingdom,Elite,1830
3106,United Kingdom,Middle Class,1790
3107,United Kingdom,Elite,1740
3108,United Kingdom,Middle Class,1860
3109,United Kingdom,Middle Class,1670
3110,United Kingdom,Elite,1600
3111,United Kingdom,Middle Class,1790
3112,United Kingdom,Middle Class,1810
3113,United Kingdom,Middle Class,1870
3114,United Kingdom,Middle Class,1750
3115,United Kingdom,Middle Class,1650
3116,United Kingdom,Middle Class,1830
3117,United Kingdom,Elite,1650
3118,United Kingdom,Middle Class,1830
3119,United Kingdom,Middle Class,1770
3120,United Kingdom,Middle Class,1880
3121,United Kingdom,Middle Class,1850
3122,United Kingdom,Middle Class,1840
3123,United Kingdom,Middle Class,1880
3124,United Kingdom,Middle Class,1820
3125,United Kingdom,Middle Class,1690
3126,United Kingdom,Elite,1680
3127,United Kingdom,Elite,1870
3128,United Kingdom,Elite,1860
3129,United Kingdom,Middle Class,1870
3130,United Kingdom,Middle Class,1850
3131,United Kingdom,Middle Class,1790
3132,United Kingdom,Middle Class,1800
3133,United Kingdom,Middle Class,1850
3134,United Kingdom,Middle Class,1710
3135,United Kingdom,Middle Class,1740
3136,United Kingdom,Middle Class,1730
3137,United Kingdom,Middle Class,1850
3138,United Kingdom,Elite,1640
3139,United Kingdom,Middle Class,1840
3140,United Kingdom,Middle Class,1620
3141,United Kingdom,Middle Class,1800
3142,United Kingdom,Middle Class,1880
3143,United Kingdom,Elite,1870
3144,United Kingdom,Middle Class,1880
3145,United Kingdom,Middle Class,1760
3146,United Kingdom,Middle Class,1850
3147,United Kingdom,Middle Class,1760
3148,United Kingdom,Middle Class,1720
3149,United Kingdom,Middle Class,1810
3150,United Kingdom,Middle Class,1680
3151,United Kingdom,Elite,1860
3152,United Kingdom,Middle Class,1820
3153,United Kingdom,Middle Class,1810
3154,United Kingdom,Middle Class,1760
3155,United Kingdom,Middle Class,1830
3156,United Kingdom,Middle Class,1850
3157,United Kingdom,Elite,1730
3158,United Kingdom,Elite,1740
3159,United Kingdom,Middle Class,1840
3160,United Kingdom,Middle Class,1830
3161,United Kingdom,Elite,1650
3162,United Kingdom,Middle Class,1840
3163,United Kingdom,Middle Class,1800
3164,United Kingdom,Elite,1670
3165,United Kingdom,Middle Class,1840
3166,United Kingdom,Middle Class,1730
3167,United Kingdom,Middle Class,1840
3168,United Kingdom,Middle Class,1860
3169,United Kingdom,Middle Class,1820
3170,United Kingdom,Middle Class,1710
3171,United Kingdom,Middle Class,1840
3172,United Kingdom,Subsistence,1790
3173,United Kingdom,Middle Class,1880
3174,United Kingdom,Middle Class,1790
3175,United Kingdom,Middle Class,1880
3176,United Kingdom,Middle Class,1670
3177,United Kingdom,Middle Class,1650
3178,United Kingdom,Middle Class,1870
3179,United Kingdom,Middle Class,1650
3180,United Kingdom,Middle Class,1650
3181,United Kingdom,Middle Class,1770
3182,United Kingdom,Middle Class,1880
3183,United Kingdom,Middle Class,1830
3184,United Kingdom,Middle Class,1870
3185,United Kingdom,Middle Class,1790
3186,United Kingdom,Elite,1840
3187,United Kingdom,Middle Class,1870
3188,United Kingdom,Elite,1830
3189,United Kingdom,Middle Class,1670
3190,United Kingdom,Middle Class,1600
3191,United Kingdom,Middle Class,1800
3192,United Kingdom,Middle Class,1830
3193,United Kingdom,Middle Class,1850
3194,United Kingdom,Middle Class,1800
3195,United Kingdom,Middle Class,1710
3196,United Kingdom,Middle Class,1880
3197,United Kingdom,Elite,1830
3198,United Kingdom,Middle Class,1870
3199,United Kingdom,Middle Class,1840
3200,United Kingdom,Elite,1870
3201,United Kingdom,Middle Class,1770
3202,United Kingdom,Middle Class,1640
3203,United Kingdom,Elite,1860
3204,United Kingdom,Elite,1620
3205,United Kingdom,Elite,1760
3206,United Kingdom,Middle Class,1660
3207,United Kingdom,Middle Class,1880
3208,United Kingdom,Middle Class,1760
3209,United Kingdom,Middle Class,1580
3210,United Kingdom,Middle Class,1760
3211,United Kingdom,Middle Class,1680
3212,United Kingdom,Middle Class,1770
3213,United Kingdom,Middle Class,1780
3214,United Kingdom,Middle Class,1540
3215,United Kingdom,Middle Class,1830
3216,United Kingdom,Middle Class,1740
3217,United Kingdom,Middle Class,1880
3218,United Kingdom,Middle Class,1880
3219,United Kingdom,Middle Class,1850
3220,United Kingdom,Middle Class,1880
3221,United Kingdom,Middle Class,1790
3222,United Kingdom,Elite,1650
3223,United Kingdom,Middle Class,1650
3224,United Kingdom,Middle Class,1770
3225,United Kingdom,Middle Class,1760
3226,United Kingdom,Middle Class,1830
3227,United Kingdom,Middle Class,1880
3228,United Kingdom,Middle Class,1630
3229,United Kingdom,Middle Class,1760
3230,United Kingdom,Middle Class,1840
3231,United Kingdom,Middle Class,1840
3232,United Kingdom,Middle Class,1800
3233,United Kingdom,Middle Class,1860
3234,United Kingdom,Middle Class,1610
3235,United Kingdom,Middle Class,1820
3236,United Kingdom,Middle Class,1880
3237,United Kingdom,Middle Class,1880
3238,United Kingdom,Elite,1610
3239,United Kingdom,Middle Class,1880
3240,United Kingdom,Elite,1860
3241,United Kingdom,Middle Class,1620
3242,United Kingdom,Middle Class,1730
3243,United Kingdom,Middle Class,1740
3244,United Kingdom,Elite,1730
3245,United Kingdom,Middle Class,1880
3246,United Kingdom,Middle Class,1830
3247,United Kingdom,Middle Class,1800
3248,United Kingdom,Middle Class,1870
3249,United Kingdom,Middle Class,1830
3250,United Kingdom,Subsistence,1740
3251,United Kingdom,Middle Class,1800
3252,United Kingdom,Middle Class,1880
3253,United Kingdom,Middle Class,1840
3254,United Kingdom,Middle Class,1750
3255,United Kingdom,Middle Class,1760
3256,United Kingdom,Middle Class,1820
3257,United Kingdom,Middle Class,1780
3258,United Kingdom,Middle Class,1790
3259,United Kingdom,Middle Class,1840
3260,United Kingdom,Middle Class,1630
3261,United Kingdom,Elite,1590
3262,United Kingdom,Middle Class,1820
3263,United Kingdom,Middle Class,1780
3264,United Kingdom,Elite,1870
3265,United Kingdom,Middle Class,1590
3266,United Kingdom,Middle Class,1820
3267,United Kingdom,Middle Class,1850
3268,United Kingdom,Elite,1840
3269,United Kingdom,Elite,1790
3270,United Kingdom,Middle Class,1870
3271,United Kingdom,Middle Class,1840
3272,United Kingdom,Middle Class,1810
3273,United Kingdom,Middle Class,1850
3274,United Kingdom,Middle Class,1860
3275,United Kingdom,Elite,1790
3276,United Kingdom,Middle Class,1710
3277,United Kingdom,Middle Class,1860
3278,United Kingdom,Middle Class,1870
3279,United Kingdom,Middle Class,1860
3280,United Kingdom,Middle Class,1770
3281,United Kingdom,Middle Class,1820
3282,United Kingdom,Elite,1630
3283,United Kingdom,Middle Class,1810
3284,United Kingdom,Middle Class,1780
3285,United Kingdom,Middle Class,1860
3286,United Kingdom,Middle Class,1800
3287,United Kingdom,Middle Class,1580
3288,United Kingdom,Elite,1560
3289,United Kingdom,Middle Class,1680
3290,United Kingdom,Elite,1820
3291,United Kingdom,Elite,1850
3292,United Kingdom,Middle Class,1860
3293,United Kingdom,Middle Class,1860
3294,United Kingdom,Middle Class,1870
3295,United Kingdom,Middle Class,1820
3296,United Kingdom,Middle Class,1760
3297,United Kingdom,Middle Class,1670
3298,United Kingdom,Middle Class,1720
3299,United Kingdom,Middle Class,1860
3300,United Kingdom,Middle Class,1840
3301,United Kingdom,Middle Class,1850
3302,United Kingdom,Middle Class,1790
3303,United Kingdom,Middle Class,1810
3304,United Kingdom,Middle Class,1790
3305,United Kingdom,Middle Class,1630
3306,United Kingdom,Middle Class,1870
3307,United Kingdom,Middle Class,1790
3308,United Kingdom,Middle Class,1760
3309,United Kingdom,Elite,1810
3310,United Kingdom,Middle Class,1860
3311,United Kingdom,Middle Class,1770
3312,United Kingdom,Middle Class,1690
3313,United Kingdom,Middle Class,1840
3314,United Kingdom,Middle Class,1730
3315,United Kingdom,Middle Class,1840
3316,United Kingdom,Middle Class,1850
3317,United Kingdom,Middle Class,1840
3318,United Kingdom,Middle Class,1780
3319,United Kingdom,Middle Class,1830
3320,United Kingdom,Elite,1760
3321,United Kingdom,Middle Class,1700
3322,United Kingdom,Middle Class,1840
3323,United Kingdom,Middle Class,1840
3324,United Kingdom,Elite,1860
3325,United Kingdom,Middle Class,1790
3326,United Kingdom,Middle Class,1800
3327,United Kingdom,Middle Class,1840
3328,United Kingdom,Middle Class,1880
3329,United Kingdom,Middle Class,1730
3330,United Kingdom,Middle Class,1850
3331,United Kingdom,Middle Class,1850
3332,United Kingdom,Middle Class,1840
3333,United Kingdom,Middle Class,1690
3334,United Kingdom,Middle Class,1790
3335,United Kingdom,Middle Class,1800
3336,United Kingdom,Elite,1870
3337,United Kingdom,Middle Class,1630
3338,United Kingdom,Middle Class,1780
3339,United Kingdom,Middle Class,1790
3340,United Kingdom,Middle Class,1740
3341,United Kingdom,Middle Class,1880
3342,United Kingdom,Middle Class,1760
3343,United Kingdom,Middle Class,1870
3344,United Kingdom,Middle Class,1780
3345,United Kingdom,Middle Class,1880
3346,United Kingdom,Middle Class,1880
3347,United Kingdom,Middle Class,1870
3348,United Kingdom,Elite,1600
3349,United Kingdom,Middle Class,1880
3350,United Kingdom,Middle Class,1880
3351,United Kingdom,Middle Class,1870
3352,United Kingdom,Elite,1850
3353,United Kingdom,Middle Class,1680
3354,United Kingdom,Middle Class,1720
3355,United Kingdom,Middle Class,1820
3356,United Kingdom,Middle Class,1860
3357,United Kingdom,Middle Class,1720
3358,United Kingdom,Middle Class,1880
3359,United Kingdom,Middle Class,1750
3360,United Kingdom,Middle Class,1830
3361,United Kingdom,Middle Class,1700
3362,United Kingdom,Middle Class,1590
3363,United Kingdom,Middle Class,1650
3364,United Kingdom,Elite,1660
3365,United Kingdom,Middle Class,1800
3366,United Kingdom,Middle Class,1870
3367,United Kingdom,Elite,1570
3368,United Kingdom,Middle Class,1780
3369,United Kingdom,Middle Class,1840
3370,United Kingdom,Middle Class,1880
3371,United Kingdom,Middle Class,1810
3372,United Kingdom,Elite,1870
3373,United Kingdom,Middle Class,1810
3374,United Kingdom,Middle Class,1800
3375,United Kingdom,Middle Class,1880
3376,United Kingdom,Middle Class,1650
3377,United Kingdom,Middle Class,1850
3378,United Kingdom,Elite,1860
3379,United Kingdom,Middle Class,1610
3380,United Kingdom,Middle Class,1780
3381,United Kingdom,Middle Class,1860
3382,United Kingdom,Middle Class,1880
3383,United Kingdom,Middle Class,1820
3384,United Kingdom,Elite,1850
3385,United Kingdom,Middle Class,1670
3386,United Kingdom,Middle Class,1600
3387,United Kingdom,Middle Class,1820
3388,United Kingdom,Elite,1660
3389,United Kingdom,Middle Class,1770
3390,United Kingdom,Middle Class,1860
3391,United Kingdom,Elite,1830
3392,United Kingdom,Subsistence,1820
3393,United Kingdom,Middle Class,1590
3394,United Kingdom,Middle Class,1860
3395,United Kingdom,Elite,1880
3396,United Kingdom,Middle Class,1660
3397,United Kingdom,Middle Class,1860
3398,United Kingdom,Middle Class,1860
3399,United Kingdom,Middle Class,1800
3400,United Kingdom,Middle Class,1780
3401,United Kingdom,Middle Class,1870
3402,United Kingdom,Middle Class,1830
3403,United Kingdom,Middle Class,1800
3404,United Kingdom,Middle Class,1620
3405,United Kingdom,Elite,1580
3406,United Kingdom,Middle Class,1780
3407,United Kingdom,Middle Class,1700
3408,United Kingdom,Elite,1760
3409,United Kingdom,Elite,1620
3410,United Kingdom,Middle Class,1830
3411,United Kingdom,Middle Class,1880
3412,United Kingdom,Middle Class,1800
3413,United Kingdom,Middle Class,1680
3414,United Kingdom,Middle Class,1600
3415,United Kingdom,Middle Class,1540
3416,United Kingdom,Middle Class,1860
3417,United Kingdom,Middle Class,1880
3418,United Kingdom,Middle Class,1860
3419,United Kingdom,Middle Class,1870
3420,United Kingdom,Middle Class,1870
3421,United Kingdom,Middle Class,1810
3422,United Kingdom,Subsistence,1850
3423,United Kingdom,Middle Class,1860
3424,United Kingdom,Middle Class,1830
3425,United Kingdom,Middle Class,1860
3426,United Kingdom,Middle Class,1680
3427,United Kingdom,Middle Class,1830
3428,United Kingdom,Middle Class,1840
3429,United Kingdom,Middle Class,1650
3430,United Kingdom,Elite,1780
3431,United Kingdom,Middle Class,1790
3432,United Kingdom,Middle Class,1810
3433,United Kingdom,Elite,1840
3434,United Kingdom,Middle Class,1880
3435,United Kingdom,Middle Class,1850
3436,United Kingdom,Middle Class,1800
3437,United Kingdom,Middle Class,1830
3438,United Kingdom,Elite,1850
3439,United Kingdom,Middle Class,1870
3440,United Kingdom,Elite,1610
3441,United Kingdom,Middle Class,1720
3442,United Kingdom,Middle Class,1620
3443,United Kingdom,Subsistence,1770
3444,United Kingdom,Middle Class,1880
3445,United Kingdom,Middle Class,1820
3446,United Kingdom,Middle Class,1710
3447,United Kingdom,Middle Class,1720
3448,United Kingdom,Middle Class,1820
3449,United Kingdom,Middle Class,1780
3450,United Kingdom,Middle Class,1840
3451,United Kingdom,Middle Class,1790
3452,United Kingdom,Elite,1770
3453,United Kingdom,Middle Class,1880
3454,United Kingdom,Middle Class,1770
3455,United Kingdom,Middle Class,1840
3456,United Kingdom,Middle Class,1820
3457,United Kingdom,Middle Class,1870
3458,United Kingdom,Elite,1810
3459,United Kingdom,Middle Class,1740
3460,United Kingdom,Middle Class,1870
3461,United Kingdom,Middle Class,1650
3462,United Kingdom,Middle Class,1540
3463,United Kingdom,Middle Class,1790
3464,United Kingdom,Middle Class,1820
3465,United Kingdom,Middle Class,1840
3466,United Kingdom,Middle Class,1750
3467,United Kingdom,Middle Class,1750
3468,United Kingdom,Middle Class,1880
3469,United Kingdom,Middle Class,1870
3470,United Kingdom,Middle Class,1770
3471,United Kingdom,Middle Class,1880
3472,United Kingdom,Middle Class,1780
3473,United Kingdom,Middle Class,1840
