,region_name,classification,decade
1045,Italy,Middle Class,1640
1046,Italy,Middle Class,1850
1047,Italy,Middle Class,1440
1048,Italy,Middle Class,1780
1049,Italy,Elite,1570
1050,Italy,Elite,1640
1051,Italy,Elite,1560
1052,Italy,Middle Class,1870
1053,Italy,Middle Class,1840
1054,Italy,Middle Class,1560
1055,Italy,Middle Class,1280
1056,Italy,Middle Class,1290
1057,Italy,Elite,1270
1058,Italy,Elite,1710
1059,Italy,Middle Class,1770
1060,Italy,Middle Class,1870
1061,Italy,Middle Class,1880
1062,Italy,Middle Class,1630
1063,Italy,Middle Class,1760
1064,Italy,Elite,1640
1065,Italy,Middle Class,1550
1066,Italy,Middle Class,1690
1067,Italy,Middle Class,1660
1068,Italy,Middle Class,1730
1069,Italy,Middle Class,1490
1070,Italy,Elite,1270
1071,Italy,Middle Class,1670
1072,Italy,Middle Class,1760
1073,Italy,Middle Class,1570
1074,Italy,Middle Class,1820
1075,Italy,Middle Class,1880
1076,Italy,Elite,1420
1077,Italy,Middle Class,1700
1078,Italy,Middle Class,1810
1079,Italy,Middle Class,1570
1080,Italy,Elite,1580
1081,Italy,Middle Class,1820
1082,Italy,Middle Class,1530
1083,Italy,Elite,1620
1084,Italy,Middle Class,1260
1085,Italy,Middle Class,1350
1086,Italy,Middle Class,1800
1087,Italy,Middle Class,1610
1088,Italy,Middle Class,1460
1089,Italy,Elite,1830
1090,Italy,Middle Class,1620
1091,Italy,Middle Class,1250
1092,Italy,Middle Class,1410
1093,Italy,Middle Class,1710
1094,Italy,Middle Class,1660
1095,Italy,Middle Class,1660
1096,Italy,Middle Class,1550
1097,Italy,Middle Class,1570
1098,Italy,Elite,1610
1099,Italy,Elite,1850
1100,Italy,Middle Class,1540
1101,Italy,Middle Class,1620
1102,Italy,Middle Class,1560
1103,Italy,Middle Class,1520
1104,Italy,Middle Class,1560
1105,Italy,Middle Class,1360
1106,Italy,Middle Class,1580
1107,Italy,Middle Class,1540
1108,Italy,Elite,1480
1109,Italy,Middle Class,1560
1110,Italy,Middle Class,1820
1111,Italy,Middle Class,1700
1112,Italy,Middle Class,1560
1113,Italy,Middle Class,1860
1114,Italy,Elite,1440
1115,Italy,Elite,1490
1116,Italy,Middle Class,1730
1117,Italy,Middle Class,1700
1118,Italy,Middle Class,1470
1119,Italy,Middle Class,1540
1120,Italy,Middle Class,1740
1121,Italy,Middle Class,1690
1122,Italy,Middle Class,1700
1123,Italy,Middle Class,1610
1124,Italy,Middle Class,1740
1125,Italy,Middle Class,1770
1126,Italy,Middle Class,1540
1127,Italy,Middle Class,1840
1128,Italy,Middle Class,1580
1129,Italy,Elite,1830
1130,Italy,Middle Class,1860
1131,Italy,Middle Class,1540
1132,Italy,Middle Class,1470
1133,Italy,Middle Class,1480
1134,Italy,Subsistence,1780
1135,Italy,Middle Class,1470
1136,Italy,Middle Class,1430
1137,Italy,Elite,1600
1138,Italy,Middle Class,1600
1139,Italy,Middle Class,1270
1140,Italy,Middle Class,1810
1141,Italy,Middle Class,1430
1142,Italy,Middle Class,1690
1143,Italy,Elite,1820
1144,Italy,Middle Class,1470
1145,Italy,Middle Class,1630
1146,Italy,Middle Class,1460
1147,Italy,Elite,1630
1148,Italy,Middle Class,1730
1149,Italy,Middle Class,1520
1150,Italy,Middle Class,1860
1151,Italy,Elite,1750
1152,Italy,Subsistence,1530
1153,Italy,Middle Class,1520
1154,Italy,Middle Class,1780
1155,Italy,Middle Class,1870
1156,Italy,Elite,1420
1157,Italy,Elite,1340
1158,Italy,Middle Class,1560
1159,Italy,Subsistence,1440
1160,Italy,Middle Class,1600
1161,Italy,Middle Class,1400
1162,Italy,Middle Class,1570
1163,Italy,Middle Class,1870
1164,Italy,Middle Class,1690
1165,Italy,Middle Class,1530
1166,Italy,Middle Class,1830
1167,Italy,Middle Class,1410
1168,Italy,Middle Class,1740
1169,Italy,Elite,1710
1170,Italy,Middle Class,1600
1171,Italy,Middle Class,1620
1172,Italy,Middle Class,1700
1173,Italy,Subsistence,1760
1174,Italy,Middle Class,1840
1175,Italy,Middle Class,1880
1176,Italy,Middle Class,1320
1177,Italy,Middle Class,1780
1178,Italy,Middle Class,1630
1179,Italy,Middle Class,1480
1180,Italy,Middle Class,1760
1181,Italy,Subsistence,1640
1182,Italy,Middle Class,1440
1183,Italy,Middle Class,1790
1184,Italy,Middle Class,1800
1185,Italy,Middle Class,1630
1186,Italy,Middle Class,1530
1187,Italy,Middle Class,1590
1188,Italy,Middle Class,1650
1189,Italy,Middle Class,1790
1190,Italy,Middle Class,1620
1191,Italy,Middle Class,1790
1192,Italy,Middle Class,1570
1193,Italy,Middle Class,1740
1194,Italy,Middle Class,1730
1195,Italy,Middle Class,1840
1196,Italy,Middle Class,1880
1197,Italy,Middle Class,1600
1198,Italy,Middle Class,1560
1199,Italy,Middle Class,1780
1200,Italy,Middle Class,1400
1201,Italy,Middle Class,1460
1202,Italy,Elite,1770
1203,Italy,Middle Class,1830
1204,Italy,Middle Class,1740
1205,Italy,Middle Class,1750
1206,Italy,Middle Class,1700
1207,Italy,Middle Class,1610
1208,Italy,Middle Class,1880
1209,Italy,Middle Class,1390
1210,Italy,Middle Class,1880
1211,Italy,Middle Class,1740
1212,Italy,Subsistence,1510
1213,Italy,Elite,1560
1214,Italy,Middle Class,1610
1215,Italy,Middle Class,1760
1216,Italy,Middle Class,1790
1217,Italy,Middle Class,1790
1218,Italy,Middle Class,1640
1219,Italy,Elite,1840
1220,Italy,Middle Class,1380
1221,Italy,Middle Class,1580
1222,Italy,Middle Class,1560
1223,Italy,Middle Class,1680
1224,Italy,Middle Class,1540
1225,Italy,Middle Class,1620
1226,Italy,Elite,1650
1227,Italy,Middle Class,1800
1228,Italy,Middle Class,1660
1229,Italy,Middle Class,1870
1230,Italy,Middle Class,1520
1231,Italy,Elite,1260
1232,Italy,Middle Class,1850
1233,Italy,Elite,1690
1234,Italy,Middle Class,1710
1235,Italy,Middle Class,1590
1236,Italy,Middle Class,1590
1237,Italy,Middle Class,1860
1238,Italy,Middle Class,1570
1239,Italy,Middle Class,1590
1240,Italy,Middle Class,1760
1241,Italy,Middle Class,1710
1242,Italy,Middle Class,1870
1243,Italy,Middle Class,1870
1244,Italy,Middle Class,1280
1245,Italy,Middle Class,1660
1246,Italy,Middle Class,1650
1247,Italy,Middle Class,1880
1248,Italy,Middle Class,1460
1249,Italy,Middle Class,1830
1250,Italy,Elite,1670
1251,Italy,Middle Class,1840
1252,Italy,Middle Class,1590
1253,Italy,Middle Class,1880
1254,Italy,Middle Class,1670
1255,Italy,Middle Class,1570
1256,Italy,Middle Class,1830
1257,Italy,Middle Class,1460
1258,Italy,Middle Class,1460
1259,Italy,Elite,1540
1260,Italy,Middle Class,1740
1261,Italy,Middle Class,1860
1262,Italy,Middle Class,1490
1263,Italy,Middle Class,1860
1264,Italy,Middle Class,1630
1265,Italy,Elite,1590
1266,Italy,Elite,1610
1267,Italy,Middle Class,1630
1268,Italy,Middle Class,1770
1269,Italy,Elite,1770
1270,Italy,Middle Class,1610
1271,Italy,Middle Class,1680
1272,Italy,Middle Class,1530
1273,Italy,Elite,1620
1274,Italy,Middle Class,1590
1275,Italy,Elite,1530
1276,Italy,Middle Class,1460
1277,Italy,Middle Class,1400
1278,Italy,Middle Class,1610
1279,Italy,Middle Class,1880
1280,Italy,Subsistence,1840
1281,Italy,Middle Class,1580
1282,Italy,Middle Class,1510
1283,Italy,Middle Class,1860
1284,Italy,Middle Class,1870
1285,Italy,Middle Class,1480
1286,Italy,Elite,1590
1287,Italy,Middle Class,1860
1288,Italy,Elite,1850
1289,Italy,Middle Class,1620
1290,Italy,Middle Class,1590
1291,Italy,Middle Class,1580
1292,Italy,Middle Class,1760
1293,Italy,Subsistence,1800
1294,Italy,Middle Class,1880
1295,Italy,Subsistence,1580
1296,Italy,Elite,1850
1297,Italy,Elite,1580
1298,Italy,Middle Class,1760
1299,Italy,Middle Class,1700
1300,Italy,Elite,1450
1301,Italy,Middle Class,1780
1302,Italy,Middle Class,1820
1303,Italy,Middle Class,1540
1304,Italy,Middle Class,1640
1305,Italy,Middle Class,1610
1306,Italy,Middle Class,1700
1307,Italy,Middle Class,1690
1308,Italy,Middle Class,1640
1309,Italy,Middle Class,1820
1310,Italy,Middle Class,1660
1311,Italy,Middle Class,1880
1312,Italy,Middle Class,1820
1313,Italy,Elite,1730
1314,Italy,Middle Class,1630
1315,Italy,Middle Class,1610
1316,Italy,Middle Class,1600
1317,Italy,Middle Class,1730
1318,Italy,Middle Class,1880
1319,Italy,Middle Class,1800
1320,Italy,Middle Class,1760
1321,Italy,Middle Class,1780
1322,Italy,Elite,1440
1323,Italy,Middle Class,1870
1324,Italy,Middle Class,1680
1325,Italy,Middle Class,1850
1326,Italy,Middle Class,1500
1327,Italy,Middle Class,1530
1328,Italy,Middle Class,1720
1329,Italy,Middle Class,1860
1330,Italy,Elite,1480
1331,Italy,Middle Class,1500
1332,Italy,Middle Class,1740
1333,Italy,Middle Class,1480
1334,Italy,Middle Class,1480
1335,Italy,Middle Class,1520
1336,Italy,Middle Class,1590
1337,Italy,Middle Class,1840
1338,Italy,Middle Class,1730
1339,Italy,Middle Class,1840
1340,Italy,Middle Class,1430
1341,Italy,Middle Class,1380
1342,Italy,Middle Class,1660
1343,Italy,Middle Class,1700
1344,Italy,Middle Class,1460
1345,Italy,Elite,1560
1346,Italy,Elite,1600
1347,Italy,Middle Class,1470
1348,Italy,Middle Class,1720
1349,Italy,Elite,1780
1350,Italy,Middle Class,1490
1351,Italy,Subsistence,1530
1352,Italy,Middle Class,1540
1353,Italy,Middle Class,1630
1354,Italy,Middle Class,1620
1355,Italy,Middle Class,1640
1356,Italy,Middle Class,1580
1357,Italy,Middle Class,1440
1358,Italy,Elite,1830
1359,Italy,Middle Class,1690
1360,Italy,Middle Class,1690
1361,Italy,Middle Class,1530
1362,Italy,Middle Class,1580
1363,Italy,Middle Class,1820
1364,Italy,Elite,1610
1365,Italy,Elite,1670
1366,Italy,Middle Class,1810
1367,Italy,Middle Class,1440
1368,Italy,Middle Class,1600
1369,Italy,Middle Class,1490
1370,Italy,Middle Class,1660
1371,Italy,Elite,1570
1372,Italy,Middle Class,1610
1373,Italy,Middle Class,1840
1374,Italy,Middle Class,1580
1375,Italy,Middle Class,1580
1376,Italy,Middle Class,1430
1377,Italy,Middle Class,1850
1378,Italy,Elite,1790
1379,Italy,Middle Class,1610
1380,Italy,Middle Class,1640
1381,Italy,Middle Class,1800
1382,Italy,Middle Class,1740
1383,Italy,Middle Class,1710
1384,Italy,Middle Class,1790
1385,Italy,Middle Class,1860
1386,Italy,Middle Class,1720
1387,Italy,Middle Class,1710
1388,Italy,Middle Class,1770
1389,Italy,Middle Class,1750
1390,Italy,Middle Class,1610
1391,Italy,Middle Class,1670
1392,Italy,Middle Class,1560
1393,Italy,Middle Class,1700
1394,Italy,Elite,1530
1395,Italy,Middle Class,1520
1396,Italy,Middle Class,1430
1397,Italy,Elite,1660
1398,Italy,Middle Class,1490
1399,Italy,Middle Class,1360
1400,Italy,Middle Class,1640
1401,Italy,Middle Class,1670
1402,Italy,Middle Class,1480
1403,Italy,Middle Class,1550
1404,Italy,Middle Class,1850
1405,Italy,Middle Class,1520
1406,Italy,Middle Class,1640
1407,Italy,Elite,1710
1408,Italy,Elite,1720
1409,Italy,Middle Class,1720
1410,Italy,Elite,1650
1411,Italy,Middle Class,1750
1412,Italy,Middle Class,1280
1413,Italy,Middle Class,1440
1414,Italy,Middle Class,1260
1415,Italy,Middle Class,1560
1416,Italy,Middle Class,1770
1417,Italy,Middle Class,1830
1418,Italy,Middle Class,1720
1419,Italy,Middle Class,1400
1420,Italy,Middle Class,1470
1421,Italy,Elite,1680
1422,Italy,Middle Class,1410
1423,Italy,Middle Class,1280
1424,Italy,Middle Class,1280
1425,Italy,Elite,1650
1426,Italy,Middle Class,1720
1427,Italy,Middle Class,1520
1428,Italy,Middle Class,1320
1429,Italy,Middle Class,1580
1430,Italy,Middle Class,1590
1431,Italy,Middle Class,1420
1432,Italy,Middle Class,1630
1433,Italy,Middle Class,1760
1434,Italy,Middle Class,1590
1435,Italy,Middle Class,1570
1436,Italy,Middle Class,1730
1437,Italy,Elite,1290
1438,Italy,Middle Class,1750
1439,Italy,Elite,1270
1440,Italy,Middle Class,1570
1441,Italy,Middle Class,1660
1442,Italy,Middle Class,1800
1443,Italy,Middle Class,1420
1444,Italy,Middle Class,1420
1445,Italy,Elite,1510
1446,Italy,Middle Class,1460
1447,Italy,Middle Class,1750
1448,Italy,Middle Class,1500
1449,Italy,Elite,1480
1450,Italy,Elite,1470
1451,Italy,Middle Class,1620
1452,Italy,Middle Class,1800
1453,Italy,Elite,1560
1454,Italy,Middle Class,1430
1455,Italy,Middle Class,1660
1456,Italy,Middle Class,1860
1457,Italy,Elite,1620
1458,Italy,Middle Class,1630
1459,Italy,Middle Class,1760
1460,Italy,Middle Class,1660
1461,Italy,Middle Class,1800
1462,Italy,Elite,1570
1463,Italy,Middle Class,1790
1464,Italy,Middle Class,1550
1465,Italy,Middle Class,1440
1466,Italy,Middle Class,1780
1467,Italy,Middle Class,1460
1468,Italy,Middle Class,1800
1469,Italy,Middle Class,1740
1470,Italy,Middle Class,1740
1471,Italy,Middle Class,1710
1472,Italy,Elite,1530
1473,Italy,Middle Class,1640
1474,Italy,Middle Class,1690
1475,Italy,Middle Class,1640
1476,Italy,Middle Class,1600
1477,Italy,Middle Class,1800
1478,Italy,Middle Class,1420
1479,Italy,Middle Class,1760
1480,Italy,Middle Class,1600
1481,Italy,Middle Class,1670
1482,Italy,Elite,1530
1483,Italy,Middle Class,1630
1484,Italy,Middle Class,1570
1485,Italy,Middle Class,1880
1486,Italy,Elite,1710
1487,Italy,Middle Class,1650
1488,Italy,Middle Class,1700
1489,Italy,Elite,1570
1490,Italy,Elite,1500
1491,Italy,Middle Class,1840
1492,Italy,Elite,1850
1493,Italy,Middle Class,1630
1494,Italy,Elite,1710
1495,Italy,Elite,1710
1496,Italy,Middle Class,1740
1497,Italy,Middle Class,1630
1498,Italy,Middle Class,1580
1499,Italy,Elite,1830
1500,Italy,Elite,1540
1501,Italy,Middle Class,1850
1502,Italy,Middle Class,1850
1503,Italy,Middle Class,1280
1504,Italy,Middle Class,1850
1505,Italy,Elite,1490
1506,Italy,Middle Class,1880
1507,Italy,Middle Class,1840
1508,Italy,Middle Class,1580
1509,Italy,Middle Class,1570
1510,Italy,Middle Class,1830
1511,Italy,Middle Class,1590
1512,Italy,Middle Class,1540
1513,Italy,Middle Class,1560
1514,Italy,Middle Class,1670
1515,Italy,Middle Class,1600
1516,Italy,Elite,1850
1517,Italy,Middle Class,1460
1518,Italy,Elite,1480
1519,Italy,Middle Class,1690
1520,Italy,Elite,1700
1521,Italy,Middle Class,1570
1522,Italy,Middle Class,1820
1523,Italy,Middle Class,1530
1524,Italy,Middle Class,1610
1525,Italy,Middle Class,1510
1526,Italy,Middle Class,1520
1527,Italy,Middle Class,1540
1528,Italy,Middle Class,1870
1529,Italy,Middle Class,1860
1530,Italy,Middle Class,1860
1531,Italy,Elite,1710
1532,Italy,Middle Class,1550
1533,Italy,Middle Class,1660
1534,Italy,Middle Class,1670
1535,Italy,Elite,1270
1536,Italy,Middle Class,1530
1537,Italy,Middle Class,1520
1538,Italy,Middle Class,1830
1539,Italy,Middle Class,1520
1540,Italy,Middle Class,1500
1541,Italy,Middle Class,1640
1542,Italy,Middle Class,1610
1543,Italy,Middle Class,1520
1544,Italy,Middle Class,1650
1545,Italy,Middle Class,1740
1546,Italy,Middle Class,1470
1547,Italy,Elite,1580
1548,Italy,Elite,1590
1549,Italy,Middle Class,1810
1550,Italy,Middle Class,1880
1551,Italy,Middle Class,1600
1552,Italy,Middle Class,1790
1553,Italy,Middle Class,1520
1554,Italy,Middle Class,1700
1555,Italy,Middle Class,1640
1556,Italy,Middle Class,1760
1557,Italy,Middle Class,1810
1558,Italy,Middle Class,1730
1559,Italy,Middle Class,1460
1560,Italy,Middle Class,1830
1561,Italy,Middle Class,1430
1562,Italy,Middle Class,1810
1563,Italy,Middle Class,1510
1564,Italy,Middle Class,1380
1565,Italy,Middle Class,1580
1566,Italy,Middle Class,1300
1567,Italy,Middle Class,1760
1568,Italy,Elite,1840
1569,Italy,Middle Class,1870
1570,Italy,Middle Class,1550
1571,Italy,Elite,1650
1572,Italy,Middle Class,1540
1573,Italy,Elite,1260
1574,Italy,Middle Class,1260
1575,Italy,Middle Class,1360
1576,Italy,Middle Class,1600
1577,Italy,Subsistence,1820
1578,Italy,Middle Class,1560
1579,Italy,Middle Class,1860
1580,Italy,Middle Class,1630
1581,Italy,Middle Class,1860
1582,Italy,Middle Class,1720
1583,Italy,Middle Class,1870
1584,Italy,Middle Class,1880
1585,Italy,Middle Class,1650
1586,Italy,Middle Class,1870
1587,Italy,Middle Class,1590
1588,Italy,Middle Class,1560
1589,Italy,Middle Class,1880
1590,Italy,Middle Class,1800
1591,Italy,Middle Class,1870
1592,Italy,Elite,1750
1593,Italy,Middle Class,1880
1594,Italy,Middle Class,1760
1595,Italy,Middle Class,1800
1596,Italy,Middle Class,1420
1597,Italy,Middle Class,1880
1598,Italy,Middle Class,1630
1599,Italy,Middle Class,1580
1600,Italy,Middle Class,1720
1601,Italy,Elite,1760
1602,Italy,Middle Class,1610
1603,Italy,Middle Class,1560
1604,Italy,Middle Class,1720
1605,Italy,Middle Class,1680
1606,Italy,Middle Class,1730
1607,Italy,Middle Class,1670
1608,Italy,Middle Class,1700
1609,Italy,Elite,1620
1610,Italy,Middle Class,1770
1611,Italy,Middle Class,1860
1612,Italy,Middle Class,1880
1613,Italy,Middle Class,1400
1614,Italy,Middle Class,1750
1615,Italy,Elite,1550
1616,Italy,Middle Class,1490
1617,Italy,Middle Class,1820
1618,Italy,Middle Class,1320
1619,Italy,Middle Class,1870
1620,Italy,Elite,1540
1621,Italy,Middle Class,1570
1622,Italy,Middle Class,1540
1623,Italy,Middle Class,1590
1624,Italy,Middle Class,1470
1625,Italy,Middle Class,1500
1626,Italy,Middle Class,1620
1627,Italy,Middle Class,1550
1628,Italy,Middle Class,1620
1629,Italy,Middle Class,1820
1630,Italy,Elite,1570
1631,Italy,Middle Class,1820
1632,Italy,Elite,1850
1633,Italy,Middle Class,1320
1634,Italy,Elite,1800
1635,Italy,Middle Class,1460
1636,Italy,Middle Class,1700
1637,Italy,Middle Class,1610
1638,Italy,Elite,1520
1639,Italy,Middle Class,1480
1640,Italy,Middle Class,1870
1641,Italy,Middle Class,1610
1642,Italy,Middle Class,1840
1643,Italy,Middle Class,1860
1644,Italy,Elite,1740
1645,Italy,Middle Class,1610
1646,Italy,Middle Class,1510
1647,Italy,Middle Class,1670
1648,Italy,Middle Class,1530
1649,Italy,Middle Class,1620
1650,Italy,Middle Class,1450
1651,Italy,Middle Class,1650
1652,Italy,Elite,1570
1653,Italy,Middle Class,1560
1654,Italy,Middle Class,1630
1655,Italy,Middle Class,1280
1656,Italy,Middle Class,1610
1657,Italy,Middle Class,1840
1658,Italy,Middle Class,1860
1659,Italy,Elite,1850
1660,Italy,Middle Class,1880
1661,Italy,Middle Class,1810
1662,Italy,Middle Class,1710
1663,Italy,Middle Class,1560
1664,Italy,Middle Class,1870
1665,Italy,Middle Class,1470
1666,Italy,Elite,1810
1667,Italy,Middle Class,1430
1668,Italy,Middle Class,1820
1669,Italy,Middle Class,1570
1670,Italy,Middle Class,1560
1671,Italy,Middle Class,1760
1672,Italy,Middle Class,1500
1673,Italy,Elite,1510
1674,Italy,Middle Class,1510
1675,Italy,Middle Class,1810
1676,Italy,Middle Class,1520
1677,Italy,Elite,1520
1678,Italy,Middle Class,1620
1679,Italy,Middle Class,1350
1680,Italy,Middle Class,1750
1681,Italy,Middle Class,1810
1682,Italy,Middle Class,1500
1683,Italy,Middle Class,1670
1684,Italy,Elite,1600
1685,Italy,Elite,1540
1686,Italy,Middle Class,1580
1687,Italy,Middle Class,1690
1688,Italy,Elite,1520
1689,Italy,Middle Class,1700
1690,Italy,Middle Class,1740
1691,Italy,Middle Class,1800
1692,Italy,Middle Class,1620
1693,Italy,Middle Class,1740
1694,Italy,Middle Class,1510
1695,Italy,Middle Class,1860
1696,Italy,Elite,1780
1697,Italy,Middle Class,1440
1698,Italy,Middle Class,1580
1699,Italy,Elite,1840
1700,Italy,Elite,1410
1701,Italy,Middle Class,1560
1702,Italy,Middle Class,1780
1703,Italy,Subsistence,1540
1704,Italy,Middle Class,1470
1705,Italy,Middle Class,1460
1706,Italy,Elite,1450
1707,Italy,Middle Class,1520
1708,Italy,Middle Class,1480
1709,Italy,Elite,1620
1710,Italy,Middle Class,1540
1711,Italy,Elite,1540
1712,Italy,Middle Class,1500
1713,Italy,Middle Class,1470
1714,Italy,Elite,1420
1715,Italy,Elite,1790
1716,Italy,Middle Class,1520
1717,Italy,Middle Class,1550
1718,Italy,Middle Class,1550
1719,Italy,Middle Class,1850
1720,Italy,Middle Class,1430
1721,Italy,Middle Class,1690
1722,Italy,Middle Class,1530
1723,Italy,Middle Class,1730
1724,Italy,Middle Class,1420
1725,Italy,Middle Class,1720
1726,Italy,Middle Class,1550
1727,Italy,Elite,1500
1728,Italy,Middle Class,1560
1729,Italy,Middle Class,1650
1730,Italy,Middle Class,1870
1731,Italy,Elite,1830
1732,Italy,Middle Class,1620
1733,Italy,Subsistence,1880
1734,Italy,Middle Class,1880
1735,Italy,Middle Class,1790
1736,Italy,Elite,1690
1737,Italy,Middle Class,1510
1738,Italy,Middle Class,1850
1739,Italy,Middle Class,1710
1740,Italy,Middle Class,1460
1741,Italy,Middle Class,1860
1742,Italy,Middle Class,1840
1743,Italy,Middle Class,1630
1744,Italy,Elite,1600
1745,Italy,Middle Class,1520
1746,Italy,Middle Class,1800
1747,Italy,Middle Class,1830
1748,Italy,Middle Class,1460
1749,Italy,Middle Class,1830
1750,Italy,Middle Class,1840
1751,Italy,Middle Class,1880
1752,Italy,Middle Class,1780
1753,Italy,Middle Class,1710
1754,Italy,Middle Class,1800
1755,Italy,Middle Class,1570
1756,Italy,Middle Class,1510
1757,Italy,Elite,1720
1758,Italy,Middle Class,1580
1759,Italy,Middle Class,1790
1760,Italy,Middle Class,1730
1761,Italy,Middle Class,1630
1762,Italy,Middle Class,1500
1763,Italy,Middle Class,1500
1764,Italy,Middle Class,1750
1765,Italy,Middle Class,1540
1766,Italy,Middle Class,1650
1767,Italy,Elite,1580
1768,Italy,Elite,1670
1769,Italy,Middle Class,1570
1770,Italy,Elite,1360
1771,Italy,Middle Class,1560
1772,Italy,Middle Class,1790
1773,Italy,Middle Class,1740
1774,Italy,Elite,1810
1775,Italy,Middle Class,1690
1776,Italy,Middle Class,1610
1777,Italy,Middle Class,1640
1778,Italy,Middle Class,1640
1779,Italy,Elite,1490
1780,Italy,Middle Class,1720
1781,Italy,Middle Class,1840
1782,Italy,Middle Class,1850
1783,Italy,Middle Class,1870
1784,Italy,Middle Class,1600
1785,Italy,Middle Class,1700
1786,Italy,Middle Class,1860
1787,Italy,Middle Class,1530
1788,Italy,Middle Class,1860
1789,Italy,Middle Class,1640
1790,Italy,Middle Class,1670
1791,Italy,Middle Class,1830
1792,Italy,Elite,1850
1793,Italy,Middle Class,1730
1794,Italy,Middle Class,1860
1795,Italy,Middle Class,1320
1796,Italy,Elite,1850
1797,Italy,Elite,1870
1798,Italy,Middle Class,1700
1799,Italy,Subsistence,1760
1800,Italy,Elite,1660
1801,Italy,Middle Class,1600
1802,Italy,Middle Class,1430
1803,Italy,Middle Class,1880
1804,Italy,Elite,1720
1805,Italy,Middle Class,1880
1806,Italy,Middle Class,1800
1807,Italy,Middle Class,1520
1808,Italy,Middle Class,1590
1809,Italy,Elite,1880
1810,Italy,Middle Class,1660
1811,Italy,Middle Class,1410
1812,Italy,Elite,1730
1813,Italy,Middle Class,1540
1814,Italy,Middle Class,1620
1815,Italy,Middle Class,1590
1816,Italy,Middle Class,1860
1817,Italy,Elite,1570
1818,Italy,Middle Class,1560
1819,Italy,Middle Class,1580
1820,Italy,Elite,1620
1821,Italy,Middle Class,1850
1822,Italy,Middle Class,1700
1823,Italy,Middle Class,1880
1824,Italy,Middle Class,1640
1825,Italy,Middle Class,1860
1826,Italy,Middle Class,1600
1827,Italy,Middle Class,1860
1828,Italy,Middle Class,1560
1829,Italy,Middle Class,1810
1830,Italy,Elite,1760
1831,Italy,Middle Class,1760
1832,Italy,Middle Class,1720
1833,Italy,Middle Class,1620
1834,Italy,Middle Class,1570
1835,Italy,Middle Class,1650
1836,Italy,Middle Class,1790
1837,Italy,Middle Class,1720
1838,Italy,Middle Class,1600
1839,Italy,Middle Class,1600
1840,Italy,Middle Class,1630
1841,Italy,Middle Class,1730
1842,Italy,Middle Class,1740
1843,Italy,Middle Class,1520
1844,Italy,Middle Class,1580
1845,Italy,Middle Class,1430
1846,Italy,Middle Class,1500
1847,Italy,Middle Class,1840
1848,Italy,Middle Class,1470
1849,Italy,Middle Class,1490
1850,Italy,Middle Class,1510
1851,Italy,Middle Class,1460
1852,Italy,Middle Class,1520
1853,Italy,Middle Class,1770
1854,Italy,Middle Class,1590
1855,Italy,Middle Class,1600
1856,Italy,Middle Class,1770
1857,Italy,Middle Class,1680
1858,Italy,Middle Class,1460
1859,Italy,Middle Class,1430
1860,Italy,Middle Class,1540
1861,Italy,Middle Class,1480
1862,Italy,Middle Class,1470
1863,Italy,Subsistence,1470
1864,Italy,Middle Class,1700
1865,Italy,Middle Class,1490
1866,Italy,Middle Class,1860
1867,Italy,Middle Class,1750
1868,Italy,Middle Class,1650
1869,Italy,Middle Class,1430
1870,Italy,Middle Class,1450
1871,Italy,Middle Class,1480
1872,Italy,Middle Class,1870
1873,Italy,Middle Class,1750
1874,Italy,Elite,1670
1875,Italy,Middle Class,1730
1876,Italy,Middle Class,1770
1877,Italy,Middle Class,1850
1878,Italy,Middle Class,1430
1879,Italy,Middle Class,1570
1880,Italy,Middle Class,1870
1881,Italy,Middle Class,1610
1882,Italy,Middle Class,1800
1883,Italy,Middle Class,1860
1884,Italy,Elite,1460
1885,Italy,Middle Class,1550
1886,Italy,Middle Class,1540
1887,Italy,Middle Class,1750
1888,Italy,Middle Class,1550
1889,Italy,Middle Class,1790
1890,Italy,Middle Class,1590
1891,Italy,Middle Class,1720
1892,Italy,Middle Class,1290
1893,Italy,Middle Class,1580
1894,Italy,Middle Class,1880
1895,Italy,Middle Class,1840
1896,Italy,Middle Class,1540
1897,Italy,Middle Class,1540
1898,Italy,Elite,1540
1899,Italy,Middle Class,1850
1900,Italy,Middle Class,1840
1901,Italy,Elite,1570
1902,Italy,Middle Class,1610
1903,Italy,Middle Class,1460
1904,Italy,Elite,1470
1905,Italy,Middle Class,1630
1906,Italy,Elite,1850
1907,Italy,Elite,1810
1908,Italy,Middle Class,1520
1909,Italy,Elite,1540
1910,Italy,Middle Class,1580
1911,Italy,Middle Class,1880
1912,Italy,Middle Class,1530
1913,Italy,Middle Class,1780
1914,Italy,Elite,1570
1915,Italy,Middle Class,1820
1916,Italy,Middle Class,1500
1917,Italy,Middle Class,1560
1918,Italy,Middle Class,1820
1919,Italy,Middle Class,1640
1920,Italy,Middle Class,1830
1921,Italy,Middle Class,1780
1922,Italy,Middle Class,1670
1923,Italy,Elite,1540
1924,Italy,Middle Class,1670
1925,Italy,Middle Class,1820
1926,Italy,Middle Class,1540
1927,Italy,Middle Class,1490
1928,Italy,Elite,1610
1929,Italy,Middle Class,1820
1930,Italy,Middle Class,1480
1931,Italy,Middle Class,1780
1932,Italy,Elite,1850
1933,Italy,Middle Class,1820
1934,Italy,Elite,1640
1935,Italy,Middle Class,1880
1936,Italy,Middle Class,1810
