,region_name,decade,N_est,N_est_min,N_est_max,N_est_log,N_est_log_std
52,Arabic world,540,19.22527439997514,16.109618749860015,23.717563022391978,2.95622578837048,0.7158229579151338
53,Arabic world,560,10.240974345242458,8.566576879849432,12.664238669267812,2.3263967659873854,0.5633156374132119
54,Arabic world,580,10.909839913145253,9.120196167366426,13.527903623854208,2.389665126331756,0.5786354905253491
55,Arabic world,600,17.40326481377856,14.467701913017937,21.73655405801472,2.8566578215953973,0.6917134880732438
56,Arabic world,610,11.950502327251268,9.912018217836778,15.014980289370678,2.4807733132472864,0.6006965022737477
57,Arabic world,620,67.16178151814317,54.404965785900245,86.68406143292911,4.207104358333742,1.0187117296274322
58,Arabic world,630,75.42228624310499,61.140210902632326,97.39014505011191,4.323102804856646,1.0467996894274698
59,Arabic world,640,38.894619280838434,32.03895521062785,49.22645386421439,3.660855919227708,0.8864426807017268
60,Arabic world,650,6.640108682458638,5.449171699484681,8.43066119856994,1.893128331194547,0.4584036601938987
61,Arabic world,660,27.154524429812124,22.21403668435676,34.592196980323266,3.3015436781613694,0.7994385174111424
62,Arabic world,680,56.394348825196154,46.05050272681787,72.37161946444795,4.032368955349025,0.9764011545999545
63,Arabic world,690,21.470551763982986,17.521666139083514,27.66898438672071,3.0666823108610264,0.7425689916454551
64,Arabic world,700,42.186101790739244,34.162728232258864,54.63671671360775,3.742090825345483,0.9061129680701479
65,Arabic world,710,21.946300852127294,17.858853779089355,28.218562006912222,3.0885985992200773,0.7478758198388268
66,Arabic world,720,36.82370955113515,29.993566477981904,47.18978182955396,3.606141918995651,0.8731941874237257
67,Arabic world,730,29.579185072879945,24.11338622251843,37.753040025096546,3.3870709069667018,0.8201481513459252
68,Arabic world,740,125.91013663583684,102.64627932557235,160.22555166905687,4.835568451199557,1.1708885449669106
69,Arabic world,750,7.40082064477559,6.044901163949255,9.375902674146257,2.001590892004049,0.48466687439327966
70,Arabic world,760,81.26045825869976,65.4241786625472,105.01187997877729,4.397659529956671,1.06485291651977
71,Arabic world,770,14.68442157630362,12.067376693053898,18.447304702480707,2.686787175131457,0.6505808692140463
72,Arabic world,780,87.50219939050807,72.07032330697362,109.40188174702381,4.471663928939188,1.082772402909068
73,Arabic world,790,43.37570624244799,35.838868222897105,53.92455135837834,3.7698995203811085,0.9128465884906414
74,Arabic world,800,100.18810596197348,81.96331012520683,126.20590128861812,4.607049478630692,1.1155547719082095
75,Arabic world,810,56.585879839197474,47.19042411216145,69.3918170779545,4.035759481279922,0.9772221393536531
76,Arabic world,820,34.91307277597273,29.262263219953567,42.63173337780535,3.552861337179617,0.8602927832667665
77,Arabic world,830,75.63318943161893,62.467897528563945,94.38839994501446,4.325895200492945,1.0474758424168351
78,Arabic world,840,115.16412002123346,96.26638938053526,141.65469317621148,4.746358241599613,1.1492871110157978
79,Arabic world,850,40.06287633844626,34.03144244442497,48.17746533056906,3.6904501284201374,0.8936086469972043
80,Arabic world,860,39.41130086285552,33.618823944257315,47.15373473982318,3.6740525991081117,0.8896381356848378
81,Arabic world,870,58.1278149627775,49.649043381693524,69.29077350195736,4.062644292201991,0.9837320497106129
82,Arabic world,880,50.78869139988744,43.527058134587506,60.44775332398622,3.927673719564663,0.9510501635986567
83,Arabic world,890,24.957823356051236,21.43166651971103,29.576315658321715,3.217187334412216,0.7790124025524701
84,Arabic world,900,18.396811725980243,15.80433587798463,21.760239368454155,2.9121773738390173,0.7051570383817128
85,Arabic world,910,6.02797933744447,5.191153354609799,7.121743586473003,1.7964118529953468,0.4349846521546488
86,Arabic world,920,35.56479559329214,30.677206592516995,41.90487582113311,3.5713562607569598,0.8647711593615929
87,Arabic world,930,29.157766972422724,25.221654799895408,34.34129350991276,3.3727213257590263,0.8166735318816983
88,Arabic world,940,80.37413272944177,69.43864364361693,94.67278263662327,4.386692392197133,1.0621973247101797
89,Arabic world,950,22.62621365114522,19.571424475687238,26.7186071962476,3.119109130186875,0.7552636650467711
90,Arabic world,960,11.157727541003121,9.641377607279352,13.169171234627688,2.4121323108605637,0.584075713172991
91,Arabic world,970,22.03434979938808,19.052594616024134,26.01858084016778,3.092602590229278,0.748845349534071
92,Arabic world,980,107.82401410688722,93.0580690470655,127.79806957088779,4.680500399036387,1.1333402385370543
93,Arabic world,990,16.178294202580542,13.982818910335652,19.121696888500804,2.7836704797796825,0.6740402727476693
94,Arabic world,1000,16.045345048848517,13.866121712045652,18.95766641196246,2.775418779400612,0.6720421991917143
95,Arabic world,1010,37.19689484697311,32.154621830029214,43.939807738715466,3.6162252859395703,0.8756357822369278
96,Arabic world,1020,58.175375115313486,50.29777612453908,68.64271939877445,4.063462157217648,0.9839300882220777
97,Arabic world,1030,15.817568265637172,13.675039493275733,18.659480030355766,2.7611212378593457,0.6685801806553611
98,Arabic world,1040,68.44550917409542,59.2734519154979,80.7326800593187,4.226037942191335,1.0232963232853973
99,Arabic world,1050,26.329530401039136,22.820334728854732,31.0293020643675,3.2706911382196275,0.7919678578670802
100,Arabic world,1060,36.92396302497816,31.97286830076779,43.51497960388598,3.6088607447455967,0.8738525261399489
101,Arabic world,1070,21.166571999783255,18.358467514415374,24.887687568856293,3.05242314476935,0.7391162653722115
102,Arabic world,1080,42.528644592304055,36.94631987123844,49.89825435296918,3.750177839307996,0.9080711643209618
103,Arabic world,1090,32.087981988785025,27.895818506973598,37.61770615768629,3.4684815671607203,0.8398609959517592
104,Arabic world,1100,37.710771318420875,32.813540133082796,44.15230353003802,3.629945765010195,0.8789580703892685
105,Arabic world,1110,97.04657159655073,83.3492078052362,115.51733525121381,4.575190982834938,1.1078405293814861
106,Arabic world,1120,32.92411584374018,28.710759516575703,38.50517163074049,3.494205393623834,0.8460897845714105
107,Arabic world,1130,27.740179271572963,24.19349988263193,32.344005782877844,3.322881877431519,0.804605366634307
108,Arabic world,1140,105.58090044894527,91.97880778087232,123.28058417443363,4.659477487953015,1.128249733456256
109,Arabic world,1150,62.59451802842851,54.7013320071577,72.78476953516169,4.136677702840597,1.001658561006316
110,Arabic world,1160,75.03661540949797,65.48160805438309,87.00614626050702,4.317976199862771,1.0455583290533015
111,Arabic world,1170,58.60635694469778,51.132818616304654,67.94144637904309,4.070843170984351,0.9857173330014442
112,Arabic world,1180,95.29886426459228,83.08717136821141,110.38819448794241,4.557017893113721,1.103440082402817
113,Arabic world,1190,72.24144245809507,61.80302655183434,85.7823270257933,4.280013876490984,1.0363661006679648
114,Arabic world,1200,123.3637378132599,107.65910243491527,142.85486771067477,4.815137209398621,1.1659413071756162
115,Arabic world,1210,75.05796562647976,64.25262103582767,89.18454538034865,4.318260690041942,1.0456272157406288
116,Arabic world,1220,121.75666020489008,106.26918893057807,140.92799421112974,4.802024464408095,1.162766176256175
117,Arabic world,1230,123.99623027045024,106.88932551821608,146.1585144387806,4.82025116409816,1.1671796043970493
118,Arabic world,1240,140.20828292634104,122.24212017157737,162.9305612873735,4.943129052215865,1.196933357875827
119,Arabic world,1250,122.67153502837854,105.68201581363064,145.33209632861295,4.809510336444631,1.1645788115037419
120,Arabic world,1260,90.65455714187443,79.02275691971641,105.6609301255795,4.5070562077726235,1.0913423185838351
121,Arabic world,1270,42.795514556733394,37.28231136971422,49.979341392636805,3.756433297019517,0.9095858660260174
122,Arabic world,1280,80.68584311658594,70.0561417841058,94.50997990215782,4.390563133822341,1.0631345892893542
123,Arabic world,1290,14.944775492447713,12.991648304593081,17.495218387103527,2.704361773371324,0.654836396970323
124,Arabic world,1300,49.00833738004116,42.63198367045034,57.38610255385008,3.891990434249738,0.9424097833737284
125,Arabic world,1310,23.521960361526865,20.449604237261262,27.57732865169571,3.1579344682614896,0.764664864526174
126,Arabic world,1320,117.80509858051563,101.8354651986322,139.04222367201962,4.769031551949076,1.1547772451401694
127,Arabic world,1330,49.41890274881345,42.92042973261655,58.08682063899836,3.900332997740399,0.94442985859869
128,Arabic world,1340,101.33020294000205,88.00063668381405,119.15338069216324,4.61838452022149,1.1182994482558466
129,Arabic world,1350,34.632050771333354,30.083595756514317,40.72687182116683,3.5447795761623215,0.8583358589684528
130,Arabic world,1360,44.38804622114806,38.55348943412668,52.146623285849564,3.792970203936055,0.9184329428917134
131,Arabic world,1370,27.307662181172415,23.70918604184046,32.0711137642093,3.3071673287885983,0.8008002328261491
132,Arabic world,1380,37.329470362925164,32.41806817053393,43.793677713941335,3.619783104851697,0.8764972754514935
133,Arabic world,1390,19.133014199817186,16.614308889737387,22.417040482971743,2.951415335066244,0.7146581507726291
134,Arabic world,1400,49.02182110415349,42.56844481410958,57.45486148611022,3.892265527637443,0.9424763947141966
135,Arabic world,1410,60.271577626841676,52.333035831516625,70.63883042301734,4.098860643141113,0.9925015068867593
136,Arabic world,1420,92.5961226484816,80.44453023602075,108.4769953933504,4.52824726872884,1.0964735396139447
137,Arabic world,1430,21.066268684219445,18.302417472054834,24.67971230241348,3.0476731207343923,0.7379660906229595
138,Arabic world,1440,107.78406070903532,93.71900324238212,126.24963002907096,4.680129787700579,1.1332504984016158
139,Arabic world,1450,11.023317609116372,9.586614084450595,12.914692252240997,2.400012811876105,0.5811410876631152
140,Arabic world,1460,45.0673781641727,39.17228076876095,52.79042067709388,3.808158662482684,0.9221106888087505
141,Arabic world,1470,92.06316587403059,79.97699166064768,107.96857028889433,4.522474927044275,1.0950758200233108
142,Arabic world,1480,131.2486579495169,112.04406505583813,157.74025500226728,4.877093676272918,1.1809434973176542
143,Arabic world,1490,23.95578285485592,20.84145392912522,28.117682436059265,3.1762097500288555,0.7690900563714353
144,Arabic world,1500,48.81740552562224,42.48186926532139,57.285530681170705,3.888086919874274,0.941464583173696
145,Arabic world,1510,12.423377270855044,10.803908742898429,14.575660622971828,2.51957996151026,0.6100931761866987
146,Arabic world,1520,61.325868966529015,52.99399524840578,72.4916547322122,4.116201759901952,0.9967004992445582
147,Arabic world,1530,38.500944930601136,33.491825869764014,45.20784361067806,3.6506827846445256,0.8839793494780938
148,Arabic world,1540,65.11038754583805,56.61003288751657,76.48275422642209,4.176084099401814,1.0112004584683418
149,Arabic world,1550,52.789838552945554,45.872204058259214,62.032729045993776,3.9663187205422625,0.9604076961042056
150,Arabic world,1560,66.7917712147804,58.005774217457116,78.52590557232861,4.201579887547176,1.0173740297010894
151,Arabic world,1570,54.01331264414512,46.92346618523756,63.48827636276389,3.989230546627769,0.9659555846262134
152,Arabic world,1580,95.4167766472849,82.91762151697074,112.14684664244879,4.558254418834975,1.1037394957638695
153,Arabic world,1590,54.95957552321925,47.753116128107536,64.63455413189135,4.006597924507617,0.9701609358730936
154,Arabic world,1600,69.14386197827102,60.0906504508178,81.33173067979727,4.236189290299309,1.0257543791139005
155,Arabic world,1610,27.793391119875537,24.177301770919744,32.714211255384484,3.3247982629335744,0.8050694018050925
156,Arabic world,1620,111.55437571224381,97.1169785009266,131.2536390631766,4.714512146574859,1.141575871222023
157,Arabic world,1630,55.89072378670222,48.68547225260437,65.73745038936563,4.023398423398187,0.9742290225725627
158,Arabic world,1640,41.94914190202998,36.57143018019859,49.318724268286594,3.736457977448461,0.904749025620625
159,Arabic world,1650,41.93002673926523,36.57827539873903,49.33204345594526,3.7360021988944934,0.9046386630245273
160,Arabic world,1660,125.59418832796658,109.55023210480296,147.74092026826125,4.833055981689398,1.1702801735212962
161,Arabic world,1670,156.0974987264085,133.37529544978406,187.37569178437292,5.05048080385943,1.222927599824858
162,Arabic world,1680,69.35403654385303,60.43172318040461,81.48745689279899,4.239224350457787,1.026489291091409
163,Arabic world,1690,41.43405846923232,36.071114083923106,48.655856944743306,3.7241032109640906,0.9017574322436971
164,Arabic world,1700,54.96897526541888,47.84174640640112,64.53138460057828,4.006768939992768,0.9702023457041395
165,Arabic world,1710,40.994831319333876,35.69607917958175,48.12351580249462,3.713445993375299,0.8991768847606312
166,Arabic world,1720,54.32362624315448,47.31537882972994,63.71080233129186,3.9949592380759418,0.9673427347124979
167,Arabic world,1730,94.44097615093614,82.24606664213522,110.77962101733698,4.547975048366098,1.1012504404949914
168,Arabic world,1740,136.7496672498863,116.62365748804005,164.1454251930223,4.918152008025904,1.1908853957335677
169,Arabic world,1750,79.81559199360602,69.4805398866198,93.55489023163466,4.37971887376099,1.060508751187253
170,Arabic world,1760,57.83738213386309,50.39146675068196,67.68143662167493,4.057635316346677,0.9825191721533635
171,Arabic world,1770,104.87138074516871,91.32044222574302,122.82899034755123,4.652734654014705,1.126617018068467
172,Arabic world,1780,148.09678328939535,129.07282972553418,173.25064704931444,4.997866001182339,1.2101874079793642
173,Arabic world,1790,90.44568893395387,78.80429908388014,105.77794507521287,4.5047495482836775,1.090783782147012
174,Arabic world,1800,133.20311291369086,116.07378195276925,155.68308003190066,4.891875128056114,1.1845226902802999
175,Arabic world,1810,206.4544424370621,177.5542713637504,245.36170776891038,5.330079770323216,1.290629924860878
176,Arabic world,1820,159.8506294450688,139.03314177960326,187.14724516366869,5.074239813221393,1.2286806260062542
177,Arabic world,1830,189.6994766455392,165.17478866675464,221.84457510702853,5.245441118083916,1.2701354515908634
178,Arabic world,1840,408.34239601916033,353.85197081263624,480.9922240491763,6.012106028397064,1.4557763271927924
179,Arabic world,1850,660.1926304484095,566.4353316126673,787.7315529721451,6.492531656752139,1.5721069862717558
180,Arabic world,1860,835.6114481106611,719.7208003692176,992.0814495138134,6.728163730056082,1.6291631314267163
181,Arabic world,1870,658.6816847671411,569.8453500190051,777.7011731157818,6.4902403901396,1.5715521770787597
182,Arabic world,1880,1277.379678708767,1098.5327002509473,1519.026054326085,7.152566132678394,1.7319282802818892
183,Central Europe,840,11.490284543439968,9.683828340149311,13.976114551392389,2.4415018559961514,0.5911872791278929
184,Central Europe,850,11.303765730119308,9.571218883174389,13.680271532041871,2.425135920655732,0.5872244180059472
185,Central Europe,960,9.36973585563885,8.10248241103255,11.062804941106512,2.2374849054195525,0.5417864459435419
186,Central Europe,1040,8.81894705224636,7.636079233337068,10.336016512949971,2.1769024810606434,0.5271169675928479
187,Central Europe,1080,8.912353021701989,7.787576288904978,10.336282727069351,2.187438294350798,0.5296681181386109
188,Central Europe,1180,10.054393035316938,8.96901344741663,11.353763620941034,2.3080096569388524,0.5588633676175803
189,Central Europe,1200,10.431405892971414,9.33450491107468,11.742301348303842,2.344821053118868,0.5677769095406042
190,Central Europe,1240,34.003509906952786,30.53618146801464,38.26734068249793,3.5264637518454824,0.8539008501167235
191,Central Europe,1260,11.861360652123956,10.656492949872728,13.368599232532697,2.4732861131377697,0.5988835454454903
192,Central Europe,1270,12.1437476802974,10.911593195426486,13.703968779110305,2.496814443123309,0.604580714731851
193,Central Europe,1280,24.877572159115022,22.326555399698744,28.0907069081669,3.2139666810804037,0.7782325508904399
194,Central Europe,1290,79.01479514592901,68.52209264904076,93.08196340548278,4.369635115260466,1.0580670615622108
195,Central Europe,1300,52.26680822316994,46.84415693513655,59.02532303262436,3.956361527595996,0.9579966531671716
196,Central Europe,1310,26.79881878112888,23.996716512964667,30.27482665819992,3.288357811214453,0.7962456806806909
197,Central Europe,1320,92.41656367135857,80.216328157074,108.47639301872864,4.526306223094932,1.0960035332184324
198,Central Europe,1340,7.334727768508381,6.557256215225482,8.310849376910712,1.9926202968650815,0.4824947270654619
199,Central Europe,1360,51.43239260665233,46.26583681966945,57.84201081856606,3.9402681803195896,0.9540997967445427
200,Central Europe,1370,44.748927515980455,39.7793649079871,51.10029631580313,3.8010674783103306,0.9203936236071195
201,Central Europe,1380,358.3915424871965,318.1764260141449,409.3367236173409,5.881626082851347,1.4241818052396418
202,Central Europe,1390,32.91434940091793,29.685510532077352,36.866583417194526,3.493908714688273,0.8460179464885279
203,Central Europe,1400,322.71863319382567,287.60157101594245,366.72903038375307,5.776780838927428,1.3987944911433385
204,Central Europe,1410,41.0536250886329,37.17385803618902,45.80249555086971,3.714879141101316,0.8995239083365713
205,Central Europe,1420,106.41274069716994,96.43320991737642,118.6665405684581,4.66732531313333,1.1301500123374815
206,Central Europe,1430,252.68444296808056,221.80806021105346,291.89278459686847,5.532141449254419,1.3395573069515265
207,Central Europe,1440,486.50971112245105,433.33762729013904,552.9408051570738,6.187256862624065,1.4981874950849392
208,Central Europe,1450,19.03618814598392,17.280063486564018,21.123009694620684,2.9463418069032294,0.7134296424661926
209,Central Europe,1460,114.23741451298733,103.12017478799282,127.58424670690059,4.738278866270979,1.1473307643901103
210,Central Europe,1470,156.5385867286345,141.71345984681858,174.34704186394362,5.053302540155501,1.2236108573858524
211,Central Europe,1480,700.3420831553993,631.422949473513,784.4080675086668,6.551568905895226,1.5864023146174542
212,Central Europe,1490,121.65175986849549,110.14084330440434,135.52663127836598,4.80116253577919,1.1625574681449466
213,Central Europe,1500,365.2801013197269,328.44338834869586,410.1769842577094,5.900664460156959,1.4287917736698
214,Central Europe,1510,285.9788441893951,256.0169013918725,322.4892907108687,5.655917836718085,1.3695286238052131
215,Central Europe,1520,1336.813166299626,1194.0298254921329,1510.7027841123866,7.198043826349697,1.7429402866485935
216,Central Europe,1530,658.1480678161341,590.0354110497927,739.5928834520976,6.489429933086714,1.5713559323375286
217,Central Europe,1540,2027.4939963787492,1819.7010649827444,2277.370978305876,7.614555824889623,1.8437948465319702
218,Central Europe,1550,343.2380621686302,312.66531459844134,377.9079658725032,5.8384242652191904,1.4137208813797606
219,Central Europe,1560,2492.0122282123502,2233.294050129762,2803.381206146875,7.820845786882604,1.8937460685810183
220,Central Europe,1570,2039.4303205458111,1826.5792887199182,2296.032569343149,7.62042579320502,1.8452162055157546
221,Central Europe,1580,4440.201875691692,3954.521326233059,5042.092941859492,8.398455121890784,2.033608870783572
222,Central Europe,1590,946.9153410775704,852.3900844420418,1060.1696696199135,6.853209692228549,1.6594418641506397
223,Central Europe,1600,3438.185818476757,3072.714236391682,3887.0750393800936,8.14269923290479,1.97167992825206
224,Central Europe,1610,1827.1285701589281,1639.1936187367194,2055.541126590337,7.510500926183838,1.818598907280594
225,Central Europe,1620,3584.4359495915833,3194.8742213485375,4069.0258261446575,8.18435640441842,1.9817668302230025
226,Central Europe,1630,1661.839882424503,1496.47072469249,1859.7856748529057,7.415680630476236,1.7956390424384645
227,Central Europe,1640,3366.511589394064,3012.3388947017534,3803.5144706655215,8.121632350544111,1.9665787759298001
228,Central Europe,1650,2371.1570300605645,2109.9085887750416,2700.114295016423,7.7711333133369305,1.8817086491123394
229,Central Europe,1660,2757.9594249389415,2485.679373605131,3090.159062337611,7.922246346475246,1.918299283963753
230,Central Europe,1670,1983.1917276802953,1785.4157101576234,2225.931367972037,7.592462809514366,1.8384452255126982
231,Central Europe,1680,4918.804208267286,4403.622744812508,5561.389851448165,8.500820732845476,2.058395764501446
232,Central Europe,1690,2315.4889956103098,2083.5203128011976,2599.8489114190656,7.747376173419904,1.8759560755998868
233,Central Europe,1700,2945.11411136277,2651.4342627563406,3305.4982929903604,7.987902842826625,1.9341974023041977
234,Central Europe,1710,2160.403373609968,1951.9451202303107,2413.343310702239,7.678050230284804,1.8591694343797052
235,Central Europe,1720,3781.4974031279003,3403.8499892548807,4244.953176671413,8.23787534856516,1.9947259516319025
236,Central Europe,1730,3796.012838065112,3401.77608438029,4287.006552238661,8.241706541722285,1.9956536399122993
237,Central Europe,1740,6321.7626675035135,5651.765629223234,7151.205256227838,8.751753351340666,2.1191567963262945
238,Central Europe,1750,6757.491279739709,6036.598141883299,7654.527360056709,8.818406987693198,2.1352963629714963
239,Central Europe,1760,6535.186741108324,5860.54585307206,7364.808864520864,8.784956201183075,2.1271965618539834
240,Central Europe,1770,7682.985537768528,6878.0611146360825,8676.270174095576,8.946763492498107,2.1663767132270646
241,Central Europe,1780,9022.502497992527,8086.014006370053,10178.226687197186,9.107477013379475,2.205292018122524
242,Central Europe,1790,10934.376991453306,9775.195742540021,12375.01651807536,9.299666957683804,2.2518290502242913
243,Central Europe,1800,12347.680283496247,11071.120136231719,13933.738191205513,9.421223493117767,2.2812628502711467
244,Central Europe,1810,9967.08479131049,8935.569587652515,11245.938064286574,9.207043422136096,2.2294011107045346
245,Central Europe,1820,14913.711141441505,13397.087509687908,16783.026940393775,9.610036279634123,2.326982134592402
246,Central Europe,1830,15789.296113976103,14178.383757606247,17773.70443551546,9.667087528293813,2.3407965711381444
247,Central Europe,1840,28031.9462323208,25124.86604162824,31614.17691436181,10.241100075652115,2.479788444203737
248,Central Europe,1850,28454.914954916432,25498.9817280747,32121.067111588698,10.256076182275647,2.4834147710504486
249,Central Europe,1860,36453.48838111336,32663.84359451072,41105.46605348051,10.503792436043097,2.5433969896594046
250,Central Europe,1870,33555.574277963045,30044.34432368422,37915.36670352121,10.420958276973172,2.5233394578581785
251,Central Europe,1880,57791.58217066721,51691.304579250835,65342.11056998992,10.964598406868655,2.6549769286339333
252,Chinese world,-680,3.1905864020819905,1.9385544309651617,8.007899521036954,1.1602047250070613,0.2809329318852383
253,Chinese world,-490,4.7311108287698325,3.529136524351961,6.898425195600089,1.5541600224515286,0.37632559350547246
254,Chinese world,-470,4.712960761244872,3.5219783018828528,6.806330717997546,1.5503163222640057,0.375394876762389
255,Chinese world,-460,9.401358218042333,7.056417544914777,13.58843281381069,2.2408541701191975,0.5426022824851169
256,Chinese world,-410,4.626979328487453,3.5138442074667906,6.539757065754675,1.5319042423305849,0.37093656049603363
257,Chinese world,-400,9.223213555415924,7.018689182670962,12.980170901926218,2.2217235186440796,0.5379699707112212
258,Chinese world,-360,4.551070490275141,3.5518464620840757,6.209673530004947,1.515362477878547,0.36693112396754707
259,Chinese world,-350,9.072468304926034,7.1011155146011244,12.280496553706325,2.205244366566446,0.5339796951948687
260,Chinese world,-280,4.4386558965621346,3.5321491192336647,5.859736859163967,1.490351604613849,0.36087497042514616
261,Chinese world,-270,4.426689498850218,3.527920576694448,5.826595913574553,1.4876520132396664,0.3602212891365817
262,Chinese world,-260,4.4156842787261965,3.511411428115079,5.808850729247872,1.485162811565246,0.3596185517839612
263,Chinese world,-240,4.397463597871189,3.4968633498947064,5.7840668382573615,1.4810279196808602,0.3586173256425128
264,Chinese world,-230,8.781503778866327,6.964250623279155,11.53830318500291,2.1726476662008416,0.5260867032029267
265,Chinese world,-220,4.3860012616651805,3.480417841229112,5.772794196421394,1.4784179376530149,0.3579853424351992
