,indicator,coeff_indicator,p_value_indicator,r2_indicator,N_indicator,coeff_gdp,p_value_gdp,r2_gdp,N_gdp
0,Gender_equality_num,0.010,0.142,0.1331044889078582,78,0.036,0.079,0.09972232201943432,70
