,indicator,coeff_indicator,p_value_indicator,r2_indicator,N_indicator,coeff_gdp,p_value_gdp,r2_gdp,N_gdp
0,height,0.000,0.749,0.04956570290268669,168,0.009,0.091,0.0566333933964277,154
