,indicator,coeff_indicator,p_value_indicator,r2_indicator,N_indicator,coeff_gdp,p_value_gdp,r2_gdp,N_gdp
0,infant_mortality,-0.133,0.066,0.1245118130669115,44,-0.375,0.003,0.0772026940960846,44
