,indicator,coeff_indicator,p_value_indicator,r2_indicator,N_indicator,coeff_gdp,p_value_gdp,r2_gdp,N_gdp
0,wellbeing,2.048,0.003,0.27928910361337844,105,16.931,0.000,0.48319587400258923,84
