,indicator,coeff_indicator,p_value_indicator,r2_indicator,N_indicator,coeff_gdp,p_value_gdp,r2_gdp,N_gdp
0,numeracy,0.211,0.000,0.17195848730459906,185,0.552,0.000,0.1997624141753398,158
